epoch,step,train_loss,train_mae_scaled,val_loss,val_mae_scaled
0,116,,,0.25470155477523804,0.5661348104476929
0,116,0.30348122119903564,0.6245537400245667,,
1,233,,,0.1530100405216217,0.4103023111820221
1,233,0.20202261209487915,0.4912467896938324,,
2,350,,,0.09118958562612534,0.29264897108078003
2,350,0.11623293906450272,0.3437972068786621,,
3,467,,,0.06491716206073761,0.23332248628139496
3,467,0.0715470016002655,0.2528374195098877,,
4,584,,,0.05214681103825569,0.2033795416355133
4,584,0.04969487339258194,0.20189552009105682,,
5,701,,,0.04461440443992615,0.1827632635831833
5,701,0.03744972497224808,0.17093811929225922,,
6,818,,,0.03837112337350845,0.16578257083892822
6,818,0.02985229901969433,0.15083105862140656,,
7,935,,,0.035666853189468384,0.15759915113449097
7,935,0.024855978786945343,0.136626735329628,,
8,1052,,,0.036555469036102295,0.1576402634382248
8,1052,0.021240264177322388,0.12639367580413818,,
9,1169,,,0.032778412103652954,0.14740800857543945
9,1169,0.018651124089956284,0.11837803572416306,,
10,1286,,,0.03257909044623375,0.147214874625206
10,1286,0.01651555672287941,0.11163168400526047,,
11,1403,,,0.03173970803618431,0.1441269814968109
11,1403,0.014751908369362354,0.10597313940525055,,
12,1520,,,0.030466986820101738,0.13960541784763336
12,1520,0.01340939849615097,0.10124558955430984,,
13,1637,,,0.028502965345978737,0.13439249992370605
13,1637,0.012163011357188225,0.09670151770114899,,
14,1754,,,0.027977354824543,0.13249649107456207
14,1754,0.011240288615226746,0.09305042028427124,,
15,1871,,,0.028182324022054672,0.13162021338939667
15,1871,0.010331769473850727,0.08933275192975998,,
16,1988,,,0.028987852856516838,0.13203275203704834
16,1988,0.009671863168478012,0.08646583557128906,,
17,2105,,,0.02898317575454712,0.13306187093257904
17,2105,0.009007781744003296,0.08347609639167786,,
18,2222,,,0.027268264442682266,0.12666763365268707
18,2222,0.008434596471488476,0.08092601597309113,,
19,2339,,,0.02767338976264,0.12876009941101074
19,2339,0.007959465496242046,0.07838733494281769,,
20,2456,,,0.028112541884183884,0.12877513468265533
20,2456,0.007527678739279509,0.07602641731500626,,
21,2573,,,0.0265580415725708,0.12389529496431351
21,2573,0.007142161019146442,0.07419215887784958,,
22,2690,,,0.02712775394320488,0.12538686394691467
22,2690,0.006770780310034752,0.07238654047250748,,
23,2807,,,0.025828197598457336,0.12137287855148315
23,2807,0.0063943094573915005,0.07034751027822495,,
24,2924,,,0.0277568232268095,0.1266474574804306
24,2924,0.006091936491429806,0.06869982928037643,,
25,3041,,,0.027099765837192535,0.12282146513462067
25,3041,0.005804144777357578,0.06719287484884262,,
26,3158,,,0.028056468814611435,0.12450366467237473
26,3158,0.005558475386351347,0.0657106339931488,,
27,3275,,,0.026966659352183342,0.12244876474142075
27,3275,0.0053162300027906895,0.06442538648843765,,
28,3392,,,0.02699819952249527,0.12226129323244095
28,3392,0.005063151475042105,0.06301718950271606,,
29,3509,,,0.025955498218536377,0.11884956806898117
29,3509,0.004892905708402395,0.061946939677000046,,
30,3626,,,0.02648848481476307,0.12143770605325699
30,3626,0.004719989374279976,0.06081933155655861,,
31,3743,,,0.026777546852827072,0.12040184438228607
31,3743,0.004545692354440689,0.05985434725880623,,
32,3860,,,0.02650674246251583,0.12001454085111618
32,3860,0.004391278140246868,0.05882192775607109,,
33,3977,,,0.028997043147683144,0.12554188072681427
33,3977,0.004247581120580435,0.05783681198954582,,
34,4094,,,0.02742799185216427,0.12096782773733139
34,4094,0.004079882055521011,0.05678590014576912,,
35,4211,,,0.027508815750479698,0.12136323750019073
35,4211,0.003933868370950222,0.05585266277194023,,
36,4328,,,0.026189014315605164,0.11773896217346191
36,4328,0.00383577449247241,0.055216554552316666,,
37,4445,,,0.027928011491894722,0.1225004494190216
37,4445,0.003651499515399337,0.053949374705553055,,
38,4562,,,0.027292093262076378,0.11934740841388702
38,4562,0.003574596019461751,0.05334038659930229,,
39,4679,,,0.028880415484309196,0.1241714358329773
39,4679,0.0034707156009972095,0.052560534328222275,,
40,4796,,,0.02613171562552452,0.11677844822406769
40,4796,0.0033937401603907347,0.05203479900956154,,
41,4913,,,0.027326688170433044,0.12107300758361816
41,4913,0.003366077784448862,0.05197382718324661,,
42,5030,,,0.027612769976258278,0.1203198954463005
42,5030,0.003229060908779502,0.050656408071517944,,
43,5147,,,0.028358908370137215,0.12330537289381027
43,5147,0.003109537996351719,0.0498306006193161,,
44,5264,,,0.029691291972994804,0.12623463571071625
44,5264,0.003009956097230315,0.0490214005112648,,
45,5381,,,0.02800559811294079,0.12170649319887161
45,5381,0.0029528439044952393,0.048576124012470245,,
46,5498,,,0.028822310268878937,0.12300065159797668
46,5498,0.002888370305299759,0.04801741987466812,,
47,5615,,,0.0283194612711668,0.12145927548408508
47,5615,0.0027725042309612036,0.047159504145383835,,
48,5732,,,0.028780080378055573,0.12239300459623337
48,5732,0.0027277113404124975,0.04675554484128952,,
49,5849,,,0.02954823710024357,0.12547525763511658
49,5849,0.0026946666184812784,0.0465918593108654,,
50,5966,,,0.028130650520324707,0.12163170427083969
50,5966,0.0026217203121632338,0.04574766755104065,,
51,6083,,,0.028706949204206467,0.12403138726949692
51,6083,0.0025169302243739367,0.0450497567653656,,
52,6200,,,0.02834148146212101,0.12210981547832489
52,6200,0.002493879059329629,0.04476774483919144,,
53,6317,,,0.028862817212939262,0.12176850438117981
53,6317,0.0025117939803749323,0.04493925720453262,,
54,6434,,,0.027995401993393898,0.12051547318696976
54,6434,0.0023919406812638044,0.043941680341959,,
55,6551,,,0.028050310909748077,0.12069249153137207
55,6551,0.002367338864132762,0.043697331100702286,,
56,6668,,,0.02955283783376217,0.12305425852537155
56,6668,0.0022887990344315767,0.042995985597372055,,
57,6785,,,0.029984498396515846,0.12503087520599365
57,6785,0.0022387856151908636,0.04263870045542717,,
58,6902,,,0.02684614062309265,0.1176302582025528
58,6902,0.0021786820143461227,0.04201088473200798,,
59,7019,,,0.027198506519198418,0.11835258454084396
59,7019,0.0021237668115645647,0.04149150475859642,,
60,7136,,,0.026656098663806915,0.11706407368183136
60,7136,0.0021128919906914234,0.04148096218705177,,
61,7253,,,0.02688790112733841,0.11645951867103577
61,7253,0.0020518472883850336,0.04084624722599983,,
62,7370,,,0.02687947265803814,0.11658135801553726
62,7370,0.002009645337238908,0.04039383679628372,,
63,7487,,,0.027823619544506073,0.11942527443170547
63,7487,0.001986348768696189,0.04022783786058426,,
64,7604,,,0.030948881059885025,0.12701435387134552
64,7604,0.0019514760933816433,0.03990841656923294,,
65,7721,,,0.02724323980510235,0.11921080201864243
65,7721,0.001915006316266954,0.03963411599397659,,
66,7838,,,0.027181338518857956,0.11764920502901077
66,7838,0.001899727969430387,0.03928328678011894,,
67,7955,,,0.026369426399469376,0.1151726245880127
67,7955,0.0018671546131372452,0.038878168910741806,,
68,8072,,,0.027927707880735397,0.12091689556837082
68,8072,0.0018172052223235369,0.038610994815826416,,
69,8189,,,0.026317188516259193,0.11498639732599258
69,8189,0.0017617451958358288,0.03795132413506508,,
70,8306,,,0.027849532663822174,0.12043759226799011
70,8306,0.001746968599036336,0.037850216031074524,,
71,8423,,,0.028073394671082497,0.11980462074279785
71,8423,0.0017498707165941596,0.03776255622506142,,
72,8540,,,0.026980191469192505,0.11711724102497101
72,8540,0.0017417077906429768,0.037650883197784424,,
73,8657,,,0.027082068845629692,0.11790739744901657
73,8657,0.0016691130585968494,0.03705977275967598,,
74,8774,,,0.02967788837850094,0.12343643605709076
74,8774,0.0016081247013062239,0.03629409894347191,,
75,8891,,,0.026834724470973015,0.11697541177272797
75,8891,0.0015813243808224797,0.03604230657219887,,
76,9008,,,0.02705025114119053,0.11771631240844727
76,9008,0.0015880055725574493,0.03604044392704964,,
77,9125,,,0.026993190869688988,0.11756283789873123
77,9125,0.0015623224899172783,0.03567620366811752,,
78,9242,,,0.027224108576774597,0.11755100637674332
78,9242,0.0015321937389671803,0.035468414425849915,,
79,9359,,,0.027497923001646996,0.11792732030153275
79,9359,0.0015165592776611447,0.035317838191986084,,
80,9476,,,0.026713902130723,0.11697690188884735
80,9476,0.001438648789189756,0.03448072820901871,,
81,9593,,,0.030218729749321938,0.1252094805240631
81,9593,0.0014280221657827497,0.03439195081591606,,
82,9710,,,0.029215974733233452,0.12155845761299133
82,9710,0.0014362286310642958,0.0344584584236145,,
83,9827,,,0.026939572766423225,0.11594875156879425
83,9827,0.0014363459777086973,0.034372687339782715,,
