file,start_well,goal_well,path_length,path_dim_x,path_dim_y,path_dim_z,endpoints_dim_x,endpoints_dim_y,endpoints_dim_z,diff_dim_x,diff_dim_y,diff_dim_z
v2.5_0455.h5,3,1,25.0,7,9,2,2,9,0,5,0,2
v2.5_0455.h5,3,8,79.0,19,32,4,12,20,1,7,12,3
v2.5_0455.h5,3,5,14.0,4,5,3,4,4,2,0,1,1
v2.5_0455.h5,3,0,25.0,12,5,3,12,1,2,0,4,1
v2.5_0455.h5,4,8,34.0,13,13,4,10,12,4,3,1,0
v2.5_0455.h5,4,9,32.0,13,13,4,13,12,3,0,1,1
v2.5_0455.h5,4,7,10.0,5,3,2,5,3,2,0,0,0
v2.5_0455.h5,4,6,14.0,4,7,3,4,7,3,0,0,0
v2.5_0455.h5,5,3,14.0,4,5,3,4,4,2,0,1,1
v2.5_0455.h5,5,1,29.0,9,13,3,6,13,2,3,0,1
v2.5_0455.h5,5,0,43.0,16,12,6,16,5,4,0,7,2
v2.5_0455.h5,5,2,26.0,6,17,2,6,17,1,0,0,1
v2.5_0455.h5,6,4,14.0,4,7,3,4,7,3,0,0,0
v2.5_0455.h5,6,8,38.0,9,19,7,6,19,7,3,0,0
v2.5_0455.h5,6,7,16.0,1,10,5,1,10,5,0,0,0
v2.5_0455.h5,6,11,65.0,22,18,8,21,18,6,1,0,2
v2.5_0455.h5,7,4,10.0,5,3,2,5,3,2,0,0,0
v2.5_0455.h5,7,8,18.0,5,9,2,5,9,2,0,0,0
v2.5_0455.h5,7,6,16.0,1,10,5,1,10,5,0,0,0
v2.5_0455.h5,7,2,41.0,10,19,6,9,16,4,1,3,2
v2.5_0455.h5,8,9,4.0,3,0,1,3,0,1,0,0,0
v2.5_0455.h5,8,10,14.0,5,3,6,5,3,6,0,0,0
v2.5_0455.h5,8,7,18.0,5,9,2,5,9,2,0,0,0
v2.5_0455.h5,8,11,61.0,16,20,3,15,1,1,1,19,2
v2.5_0455.h5,9,8,4.0,3,0,1,3,0,1,0,0,0
v2.5_0455.h5,9,10,12.0,2,3,7,2,3,7,0,0,0
v2.5_0455.h5,9,11,57.0,13,19,3,12,1,0,1,18,3
v2.5_0455.h5,9,7,22.0,8,9,2,8,9,1,0,0,1
v2.5_0455.h5,10,9,12.0,2,3,7,2,3,7,0,0,0
v2.5_0455.h5,10,8,14.0,5,3,6,5,3,6,0,0,0
v2.5_0455.h5,10,11,59.0,11,22,7,10,4,7,1,18,0
v2.5_0455.h5,10,7,32.0,10,12,8,10,12,8,0,0,0
v2.5_0455.h5,11,9,57.0,13,19,3,12,1,0,1,18,3
v2.5_0455.h5,11,10,59.0,11,22,7,10,4,7,1,18,0
v2.5_0455.h5,11,7,55.0,21,18,3,20,8,1,1,10,2
v2.5_0455.h5,11,6,65.0,22,18,8,21,18,6,1,0,2
v2.5_1907.h5,0,1,8.0,2,3,2,1,3,2,1,0,0
v2.5_1907.h5,0,3,23.0,8,8,5,7,7,5,1,1,0
v2.5_1907.h5,0,2,23.0,6,11,3,6,11,2,0,0,1
v2.5_1907.h5,0,6,37.0,18,9,1,18,1,0,0,8,1
v2.5_1907.h5,1,0,8.0,2,3,2,1,3,2,1,0,0
v2.5_1907.h5,1,4,21.0,10,8,1,10,6,1,0,2,0
v2.5_1907.h5,1,2,17.0,5,8,4,5,8,4,0,0,0
v2.5_1907.h5,1,6,23.0,17,3,2,17,2,2,0,1,0
v2.5_1907.h5,2,1,17.0,5,8,4,5,8,4,0,0,0
v2.5_1907.h5,2,0,23.0,6,11,3,6,11,2,0,0,1
v2.5_1907.h5,2,6,30.0,14,10,3,12,10,2,2,0,1
v2.5_1907.h5,2,7,60.0,21,16,10,13,16,9,8,0,1
v2.5_1907.h5,3,4,14.0,4,5,4,4,4,4,0,1,0
v2.5_1907.h5,3,0,23.0,8,8,5,7,7,5,1,1,0
v2.5_1907.h5,3,6,28.0,11,9,6,11,8,5,0,1,1
v2.5_1907.h5,3,2,40.0,7,19,7,1,18,7,6,1,0
v2.5_1907.h5,4,3,14.0,4,5,4,4,4,4,0,1,0
v2.5_1907.h5,4,0,25.0,11,8,1,11,3,1,0,5,0
v2.5_1907.h5,4,6,12.0,7,4,1,7,4,1,0,0,0
v2.5_1907.h5,4,7,38.0,9,9,12,8,2,12,1,7,0
v2.5_1907.h5,5,8,17.0,6,5,4,6,3,4,0,2,0
v2.5_1907.h5,5,4,23.0,7,12,3,6,12,3,1,0,0
v2.5_1907.h5,5,7,25.0,3,10,10,2,10,9,1,0,1
v2.5_1907.h5,5,6,23.0,1,16,4,1,16,2,0,0,2
v2.5_1907.h5,6,4,12.0,7,4,1,7,4,1,0,0,0
v2.5_1907.h5,6,3,28.0,11,9,6,11,8,5,0,1,1
v2.5_1907.h5,6,7,50.0,10,8,12,1,6,11,9,2,1
v2.5_1907.h5,6,9,68.0,11,22,11,10,1,11,1,21,0
v2.5_1907.h5,7,5,25.0,3,10,10,2,10,9,1,0,1
v2.5_1907.h5,7,4,38.0,9,9,12,8,2,12,1,7,0
v2.5_1907.h5,7,6,50.0,10,8,12,1,6,11,9,2,1
v2.5_1907.h5,7,10,134.0,29,24,16,15,9,4,14,15,12
v2.5_1907.h5,8,5,17.0,6,5,4,6,3,4,0,2,0
v2.5_1907.h5,8,4,46.0,13,20,2,12,15,1,1,5,1
v2.5_1907.h5,8,10,80.0,21,15,12,11,4,9,10,11,3
v2.5_1907.h5,8,11,77.0,21,13,11,14,0,7,7,13,4
v2.5_1907.h5,9,4,88.0,18,29,11,17,5,10,1,24,1
v2.5_1907.h5,9,8,36.0,5,20,10,5,20,9,0,0,1
v2.5_1907.h5,9,6,68.0,11,22,11,10,1,11,1,21,0
v2.5_1907.h5,9,7,90.0,13,26,22,9,7,22,4,19,0
v2.5_1907.h5,10,8,80.0,21,15,12,11,4,9,10,11,3
v2.5_1907.h5,10,5,125.0,33,15,12,17,1,5,16,14,7
v2.5_1907.h5,10,11,11.0,3,5,2,3,4,2,0,1,0
v2.5_1907.h5,10,7,134.0,29,24,16,15,9,4,14,15,12
v2.5_1907.h5,11,8,77.0,21,13,11,14,0,7,7,13,4
v2.5_1907.h5,11,5,122.0,33,15,11,20,3,3,13,12,8
v2.5_1907.h5,11,10,11.0,3,5,2,3,4,2,0,1,0
v2.5_1907.h5,11,7,131.0,29,24,16,18,13,6,11,11,10
v2.5_1555.h5,0,4,36.0,17,11,5,17,8,5,0,3,0
v2.5_1555.h5,0,5,38.0,20,10,5,20,7,5,0,3,0
v2.5_1555.h5,0,1,47.0,9,17,8,2,11,8,7,6,0
v2.5_1555.h5,0,3,52.0,20,13,4,16,8,4,4,5,0
v2.5_1555.h5,1,4,25.0,15,5,3,15,3,3,0,2,0
v2.5_1555.h5,1,5,31.0,18,5,3,18,4,3,0,1,0
v2.5_1555.h5,1,0,47.0,9,17,8,2,11,8,7,6,0
v2.5_1555.h5,1,3,43.0,14,19,5,14,19,4,0,0,1
v2.5_1555.h5,2,6,28.0,8,13,4,8,13,1,0,0,3
v2.5_1555.h5,2,8,43.0,20,16,3,20,16,1,0,0,2
v2.5_1555.h5,2,3,29.0,4,17,4,4,16,1,0,1,3
v2.5_1555.h5,2,0,53.0,17,25,3,12,24,3,5,1,0
v2.5_1555.h5,3,6,11.0,4,4,1,4,3,0,0,1,1
v2.5_1555.h5,3,5,38.0,6,15,4,4,15,1,2,0,3
v2.5_1555.h5,3,2,29.0,4,17,4,4,16,1,0,1,3
v2.5_1555.h5,3,0,52.0,20,13,4,16,8,4,4,5,0
v2.5_1555.h5,4,5,10.0,3,1,3,3,1,0,0,0,3
v2.5_1555.h5,4,7,90.0,14,29,7,12,5,3,2,24,4
v2.5_1555.h5,4,1,25.0,15,5,3,15,3,3,0,2,0
v2.5_1555.h5,4,3,36.0,6,16,4,1,16,1,5,0,3
v2.5_1555.h5,5,4,10.0,3,1,3,3,1,0,0,0,3
v2.5_1555.h5,5,7,82.0,17,28,4,9,6,3,8,22,1
v2.5_1555.h5,5,3,38.0,6,15,4,4,15,1,2,0,3
v2.5_1555.h5,5,9,65.0,14,23,5,14,6,5,0,17,0
v2.5_1555.h5,6,8,27.0,12,6,2,12,3,0,0,3,2
v2.5_1555.h5,6,5,37.0,6,18,4,0,18,1,6,0,3
v2.5_1555.h5,6,3,11.0,4,4,1,4,3,0,0,1,1
v2.5_1555.h5,6,2,28.0,8,13,4,8,13,1,0,0,3
v2.5_1555.h5,7,5,82.0,17,28,4,9,6,3,8,22,1
v2.5_1555.h5,7,4,90.0,14,29,7,12,5,3,2,24,4
v2.5_1555.h5,7,9,29.0,5,12,9,5,12,8,0,0,1
v2.5_1555.h5,7,3,60.0,15,28,3,13,21,2,2,7,1
v2.5_1555.h5,8,11,49.0,13,17,1,11,3,1,2,14,0
v2.5_1555.h5,8,6,27.0,12,6,2,12,3,0,0,3,2
v2.5_1555.h5,8,9,19.0,3,9,6,2,9,6,1,0,0
v2.5_1555.h5,8,10,27.0,8,11,4,7,11,3,1,0,1
v2.5_1555.h5,9,8,19.0,3,9,6,2,9,6,1,0,0
v2.5_1555.h5,9,7,29.0,5,12,9,5,12,8,0,0,1
v2.5_1555.h5,9,10,44.0,8,20,7,5,20,3,3,0,4
v2.5_1555.h5,9,3,49.0,18,17,6,18,9,6,0,8,0
v2.5_1555.h5,10,11,34.0,6,14,5,4,8,4,2,6,1
v2.5_1555.h5,10,8,27.0,8,11,4,7,11,3,1,0,1
v2.5_1555.h5,10,9,44.0,8,20,7,5,20,3,3,0,4
v2.5_1555.h5,10,3,47.0,24,11,4,23,11,3,1,0,1
v2.5_1555.h5,11,8,49.0,13,17,1,11,3,1,2,14,0
v2.5_1555.h5,11,6,56.0,25,14,1,23,0,1,2,14,0
v2.5_1555.h5,11,10,34.0,6,14,5,4,8,4,2,6,1
v2.5_1555.h5,11,9,66.0,13,26,7,9,12,7,4,14,0
v2.5_0572.h5,0,1,9.0,1,4,2,1,4,0,0,0,2
v2.5_0572.h5,0,3,10.0,5,3,2,5,3,2,0,0,0
v2.5_0572.h5,0,2,12.0,5,2,3,5,0,3,0,2,0
v2.5_0572.h5,0,9,83.0,18,28,6,18,1,2,0,27,4
v2.5_0572.h5,1,3,7.0,4,1,2,4,1,2,0,0,0
v2.5_0572.h5,1,5,10.0,8,1,0,8,0,0,0,1,0
v2.5_0572.h5,1,0,9.0,1,4,2,1,4,0,0,0,2
v2.5_0572.h5,1,2,11.0,4,4,3,4,4,3,0,0,0
v2.5_0572.h5,2,3,4.0,0,3,1,0,3,1,0,0,0
v2.5_0572.h5,2,1,11.0,4,4,3,4,4,3,0,0,0
v2.5_0572.h5,2,0,12.0,5,2,3,5,0,3,0,2,0
v2.5_0572.h5,2,9,89.0,17,28,7,13,1,1,4,27,6
v2.5_0572.h5,3,1,7.0,4,1,2,4,1,2,0,0,0
v2.5_0572.h5,3,5,7.0,4,1,2,4,1,2,0,0,0
v2.5_0572.h5,3,2,4.0,0,3,1,0,3,1,0,0,0
v2.5_0572.h5,3,0,10.0,5,3,2,5,3,2,0,0,0
v2.5_0572.h5,4,7,20.0,7,10,3,7,10,3,0,0,0
v2.5_0572.h5,4,6,23.0,3,17,3,3,17,3,0,0,0
v2.5_0572.h5,4,8,14.0,9,2,3,9,2,3,0,0,0
v2.5_0572.h5,4,11,52.0,21,10,8,19,3,6,2,7,2
v2.5_0572.h5,5,3,7.0,4,1,2,4,1,2,0,0,0
v2.5_0572.h5,5,1,10.0,8,1,0,8,0,0,0,1,0
v2.5_0572.h5,5,2,13.0,4,5,3,4,4,3,0,1,0
v2.5_0572.h5,5,0,15.0,9,4,1,9,4,0,0,0,1
v2.5_0572.h5,6,7,19.0,5,9,1,4,7,0,1,2,1
v2.5_0572.h5,6,5,16.0,1,12,1,0,12,0,1,0,1
v2.5_0572.h5,6,8,39.0,9,17,4,6,15,0,3,2,4
v2.5_0572.h5,6,2,37.0,8,16,6,4,16,3,4,0,3
v2.5_0572.h5,7,6,19.0,5,9,1,4,7,0,1,2,1
v2.5_0572.h5,7,10,23.0,12,4,4,12,4,3,0,0,1
v2.5_0572.h5,7,8,14.0,2,8,2,2,8,0,0,0,2
v2.5_0572.h5,7,4,20.0,7,10,3,7,10,3,0,0,0
v2.5_0572.h5,8,7,14.0,2,8,2,2,8,0,0,0,2
v2.5_0572.h5,8,10,25.0,10,12,3,10,12,3,0,0,0
v2.5_0572.h5,8,4,14.0,9,2,3,9,2,3,0,0,0
v2.5_0572.h5,8,11,40.0,12,10,9,10,5,9,2,5,0
v2.5_0572.h5,9,5,76.0,12,28,6,9,5,2,3,23,4
v2.5_0572.h5,9,3,85.0,17,28,6,13,4,0,4,24,6
v2.5_0572.h5,9,2,89.0,17,28,7,13,1,1,4,27,6
v2.5_0572.h5,9,0,83.0,18,28,6,18,1,2,0,27,4
v2.5_0572.h5,10,7,23.0,12,4,4,12,4,3,0,0,1
v2.5_0572.h5,10,6,52.0,18,12,6,16,3,3,2,9,3
v2.5_0572.h5,10,8,25.0,10,12,3,10,12,3,0,0,0
v2.5_0572.h5,10,11,35.0,2,17,12,0,17,12,2,0,0
v2.5_0572.h5,11,7,48.0,14,16,9,12,13,9,2,3,0
v2.5_0572.h5,11,10,35.0,2,17,12,0,17,12,2,0,0
v2.5_0572.h5,11,8,40.0,12,10,9,10,5,9,2,5,0
v2.5_0572.h5,11,4,52.0,21,10,8,19,3,6,2,7,2
v2.5_0834.h5,0,1,26.0,10,8,5,9,8,3,1,0,2
v2.5_0834.h5,0,4,52.0,19,18,6,14,18,4,5,0,2
v2.5_0834.h5,0,2,29.0,9,6,6,9,1,3,0,5,3
v2.5_0834.h5,0,5,42.0,20,7,11,19,6,9,1,1,2
v2.5_0834.h5,1,4,24.0,8,10,2,5,10,1,3,0,1
v2.5_0834.h5,1,0,26.0,10,8,5,9,8,3,1,0,2
v2.5_0834.h5,1,2,19.0,3,9,2,0,9,0,3,0,2
v2.5_0834.h5,1,5,22.0,10,4,6,10,2,6,0,2,0
v2.5_0834.h5,2,1,19.0,3,9,2,0,9,0,3,0,2
v2.5_0834.h5,2,0,29.0,9,6,6,9,1,3,0,5,3
v2.5_0834.h5,2,6,39.0,12,6,11,10,0,9,2,6,2
v2.5_0834.h5,2,5,25.0,10,7,6,10,7,6,0,0,0
v2.5_0834.h5,3,10,36.0,16,12,5,15,12,3,1,0,2
v2.5_0834.h5,3,9,48.0,15,19,7,13,19,4,2,0,3
v2.5_0834.h5,3,7,19.0,8,4,6,8,4,5,0,0,1
v2.5_0834.h5,3,8,30.0,13,8,5,12,8,2,1,0,3
v2.5_0834.h5,4,1,24.0,8,10,2,5,10,1,3,0,1
v2.5_0834.h5,4,0,52.0,19,18,6,14,18,4,5,0,2
v2.5_0834.h5,4,5,24.0,5,12,5,5,12,5,0,0,0
v2.5_0834.h5,4,2,37.0,10,19,2,5,19,1,5,0,1
v2.5_0834.h5,5,1,22.0,10,4,6,10,2,6,0,2,0
v2.5_0834.h5,5,4,24.0,5,12,5,5,12,5,0,0,0
v2.5_0834.h5,5,6,34.0,8,8,6,0,7,3,8,1,3
v2.5_0834.h5,5,2,25.0,10,7,6,10,7,6,0,0,0
v2.5_0834.h5,6,9,76.0,15,15,19,5,5,12,10,10,7
v2.5_0834.h5,6,10,70.0,15,22,10,7,12,5,8,10,5
v2.5_0834.h5,6,5,34.0,8,8,6,0,7,3,8,1,3
v2.5_0834.h5,6,2,39.0,12,6,11,10,0,9,2,6,2
v2.5_0834.h5,7,10,37.0,8,16,10,7,16,8,1,0,2
v2.5_0834.h5,7,9,33.0,5,23,3,5,23,1,0,0,2
v2.5_0834.h5,7,3,19.0,8,4,6,8,4,5,0,0,1
v2.5_0834.h5,7,8,27.0,4,12,9,4,12,7,0,0,2
v2.5_0834.h5,8,10,8.0,3,4,1,3,4,1,0,0,0
v2.5_0834.h5,8,9,26.0,2,11,9,1,11,6,1,0,3
v2.5_0834.h5,8,7,27.0,4,12,9,4,12,7,0,0,2
v2.5_0834.h5,8,3,30.0,13,8,5,12,8,2,1,0,3
v2.5_0834.h5,9,11,17.0,7,2,4,6,1,2,1,1,2
v2.5_0834.h5,9,10,28.0,5,9,8,2,7,7,3,2,1
v2.5_0834.h5,9,8,26.0,2,11,9,1,11,6,1,0,3
v2.5_0834.h5,9,6,76.0,15,15,19,5,5,12,10,10,7
v2.5_0834.h5,10,9,28.0,5,9,8,2,7,7,3,2,1
v2.5_0834.h5,10,11,17.0,4,8,5,4,8,5,0,0,0
v2.5_0834.h5,10,8,8.0,3,4,1,3,4,1,0,0,0
v2.5_0834.h5,10,6,70.0,15,22,10,7,12,5,8,10,5
v2.5_0834.h5,11,9,17.0,7,2,4,6,1,2,1,1,2
v2.5_0834.h5,11,10,17.0,4,8,5,4,8,5,0,0,0
v2.5_0834.h5,11,8,29.0,7,13,5,7,12,4,0,1,1
v2.5_0834.h5,11,6,77.0,21,15,15,11,4,10,10,11,5
v2.5_3233.h5,0,3,39.0,15,14,6,15,14,4,0,0,2
v2.5_3233.h5,0,5,45.0,21,14,7,21,14,6,0,0,1
v2.5_3233.h5,0,1,24.0,11,8,2,11,8,1,0,0,1
v2.5_3233.h5,0,2,39.0,15,12,7,15,10,6,0,2,1
v2.5_3233.h5,1,3,19.0,5,6,4,4,6,3,1,0,1
v2.5_3233.h5,1,5,25.0,10,7,5,10,6,5,0,1,0
v2.5_3233.h5,1,2,11.0,4,2,5,4,2,5,0,0,0
v2.5_3233.h5,1,6,35.0,11,14,7,10,14,7,1,0,0
v2.5_3233.h5,2,3,6.0,0,4,2,0,4,2,0,0,0
v2.5_3233.h5,2,5,18.0,6,5,3,6,4,0,0,1,3
v2.5_3233.h5,2,1,11.0,4,2,5,4,2,5,0,0,0
v2.5_3233.h5,2,6,28.0,9,12,3,6,12,2,3,0,1
v2.5_3233.h5,3,5,8.0,6,0,2,6,0,2,0,0,0
v2.5_3233.h5,3,0,39.0,15,14,6,15,14,4,0,0,2
v2.5_3233.h5,3,2,6.0,0,4,2,0,4,2,0,0,0
v2.5_3233.h5,3,1,19.0,5,6,4,4,6,3,1,0,1
v2.5_3233.h5,4,9,15.0,10,3,2,10,3,2,0,0,0
v2.5_3233.h5,4,10,30.0,11,7,5,11,3,2,0,4,3
v2.5_3233.h5,4,8,12.0,5,3,4,5,3,4,0,0,0
v2.5_3233.h5,4,6,16.0,1,14,1,1,14,1,0,0,0
v2.5_3233.h5,5,3,8.0,6,0,2,6,0,2,0,0,0
v2.5_3233.h5,5,10,68.0,19,22,4,10,19,1,9,3,3
v2.5_3233.h5,5,2,18.0,6,5,3,6,4,0,0,1,3
v2.5_3233.h5,5,6,10.0,0,8,2,0,8,2,0,0,0
v2.5_3233.h5,6,5,10.0,0,8,2,0,8,2,0,0,0
v2.5_3233.h5,6,3,24.0,9,8,4,6,8,4,3,0,0
v2.5_3233.h5,6,7,52.0,7,15,11,3,4,11,4,11,0
v2.5_3233.h5,6,8,34.0,8,14,5,4,11,5,4,3,0
v2.5_3233.h5,7,10,22.0,7,7,8,7,7,8,0,0,0
v2.5_3233.h5,7,5,68.0,12,23,9,3,12,9,9,11,0
v2.5_3233.h5,7,8,14.0,1,7,6,1,7,6,0,0,0
v2.5_3233.h5,7,6,52.0,7,15,11,3,4,11,4,11,0
v2.5_3233.h5,8,10,8.0,6,0,2,6,0,2,0,0,0
v2.5_3233.h5,8,9,15.0,5,6,2,5,6,2,0,0,0
v2.5_3233.h5,8,4,12.0,5,3,4,5,3,4,0,0,0
v2.5_3233.h5,8,7,14.0,1,7,6,1,7,6,0,0,0
v2.5_3233.h5,9,10,11.0,1,6,2,1,6,0,0,0,2
v2.5_3233.h5,9,11,23.0,4,7,8,3,4,8,1,3,0
v2.5_3233.h5,9,8,15.0,5,6,2,5,6,2,0,0,0
v2.5_3233.h5,9,4,15.0,10,3,2,10,3,2,0,0,0
v2.5_3233.h5,10,9,11.0,1,6,2,1,6,0,0,0,2
v2.5_3233.h5,10,11,28.0,3,13,8,2,10,8,1,3,0
v2.5_3233.h5,10,8,8.0,6,0,2,6,0,2,0,0,0
v2.5_3233.h5,10,4,30.0,11,7,5,11,3,2,0,4,3
v2.5_3233.h5,11,9,23.0,4,7,8,3,4,8,1,3,0
v2.5_3233.h5,11,10,28.0,3,13,8,2,10,8,1,3,0
v2.5_3233.h5,11,8,30.0,8,13,6,8,10,6,0,3,0
v2.5_3233.h5,11,4,38.0,13,10,10,13,7,10,0,3,0
v2.5_0789.h5,0,3,15.0,4,7,4,4,7,4,0,0,0
v2.5_0789.h5,0,2,26.0,3,16,1,2,16,0,1,0,1
v2.5_0789.h5,0,1,5.0,1,3,1,1,3,1,0,0,0
v2.5_0789.h5,0,5,26.0,8,10,5,8,9,3,0,1,2
v2.5_0789.h5,1,3,10.0,3,4,3,3,4,3,0,0,0
v2.5_0789.h5,1,2,29.0,3,19,1,1,19,1,2,0,0
v2.5_0789.h5,1,0,5.0,1,3,1,1,3,1,0,0,0
v2.5_0789.h5,1,5,27.0,7,12,6,7,12,4,0,0,2
v2.5_0789.h5,2,6,18.0,9,5,2,9,5,2,0,0,0
v2.5_0789.h5,2,9,66.0,21,25,3,19,11,2,2,14,1
v2.5_0789.h5,2,4,10.0,6,2,1,6,2,0,0,0,1
v2.5_0789.h5,2,5,28.0,8,8,6,6,7,3,2,1,3
v2.5_0789.h5,3,9,39.0,17,14,6,17,12,6,0,2,0
v2.5_0789.h5,3,2,37.0,4,23,4,2,23,4,2,0,0
v2.5_0789.h5,3,1,10.0,3,4,3,3,4,3,0,0,0
v2.5_0789.h5,3,0,15.0,4,7,4,4,7,4,0,0,0
v2.5_0789.h5,4,6,8.0,3,3,2,3,3,2,0,0,0
v2.5_0789.h5,4,2,10.0,6,2,1,6,2,0,0,0,1
v2.5_0789.h5,4,5,14.0,1,9,3,0,9,3,1,0,0
v2.5_0789.h5,4,8,82.0,19,29,4,11,10,3,8,19,1
v2.5_0789.h5,5,2,28.0,8,8,6,6,7,3,2,1,3
v2.5_0789.h5,5,6,20.0,3,12,3,3,12,1,0,0,2
v2.5_0789.h5,5,4,14.0,1,9,3,0,9,3,1,0,0
v2.5_0789.h5,5,0,26.0,8,10,5,8,9,3,0,1,2
v2.5_0789.h5,6,2,18.0,9,5,2,9,5,2,0,0,0
v2.5_0789.h5,6,9,84.0,21,30,3,10,16,0,11,14,3
v2.5_0789.h5,6,4,8.0,3,3,2,3,3,2,0,0,0
v2.5_0789.h5,6,5,20.0,3,12,3,3,12,1,0,0,2
v2.5_0789.h5,7,10,23.0,6,9,5,5,7,5,1,2,0
v2.5_0789.h5,7,3,23.0,13,6,4,13,6,4,0,0,0
v2.5_0789.h5,7,1,27.0,16,10,1,16,10,1,0,0,0
v2.5_0789.h5,7,8,32.0,4,21,3,2,21,3,2,0,0
v2.5_0789.h5,8,9,10.0,2,3,5,2,3,5,0,0,0
v2.5_0789.h5,8,6,90.0,19,32,5,8,13,5,11,19,0
v2.5_0789.h5,8,5,52.0,11,18,6,11,1,6,0,17,0
v2.5_0789.h5,8,4,82.0,19,29,4,11,10,3,8,19,1
v2.5_0789.h5,9,6,84.0,21,30,3,10,16,0,11,14,3
v2.5_0789.h5,9,3,39.0,17,14,6,17,12,6,0,2,0
v2.5_0789.h5,9,8,10.0,2,3,5,2,3,5,0,0,0
v2.5_0789.h5,9,5,46.0,13,18,1,13,4,1,0,14,0
v2.5_0789.h5,10,11,54.0,6,16,18,4,4,18,2,12,0
v2.5_0789.h5,10,3,40.0,18,13,9,18,13,9,0,0,0
v2.5_0789.h5,10,7,23.0,6,9,5,5,7,5,1,2,0
v2.5_0789.h5,10,1,44.0,21,17,6,21,17,6,0,0,0
v2.5_0789.h5,11,10,54.0,6,16,18,4,4,18,2,12,0
v2.5_0789.h5,11,3,70.0,24,20,15,22,17,9,2,3,6
v2.5_0789.h5,11,7,49.0,11,16,14,9,11,13,2,5,1
v2.5_0789.h5,11,8,53.0,9,32,10,7,32,10,2,0,0
v2.5_1866.h5,0,1,38.0,7,11,6,5,0,5,2,11,1
v2.5_1866.h5,0,2,47.0,11,12,8,8,1,8,3,11,0
v2.5_1866.h5,0,3,53.0,17,11,9,16,2,9,1,9,0
v2.5_1866.h5,0,4,55.0,20,11,6,19,4,4,1,7,2
v2.5_1866.h5,1,2,9.0,3,2,3,3,1,3,0,1,0
v2.5_1866.h5,1,0,38.0,7,11,6,5,0,5,2,11,1
v2.5_1866.h5,1,3,25.0,11,4,4,11,2,4,0,2,0
v2.5_1866.h5,1,4,27.0,14,4,2,14,4,1,0,0,1
v2.5_1866.h5,2,1,9.0,3,2,3,3,1,3,0,1,0
v2.5_1866.h5,2,0,47.0,11,12,8,8,1,8,3,11,0
v2.5_1866.h5,2,3,20.0,8,4,4,8,3,1,0,1,3
v2.5_1866.h5,2,4,22.0,11,6,4,11,5,4,0,1,0
v2.5_1866.h5,3,2,20.0,8,4,4,8,3,1,0,1,3
v2.5_1866.h5,3,1,25.0,11,4,4,11,2,4,0,2,0
v2.5_1866.h5,3,4,10.0,3,2,5,3,2,5,0,0,0
v2.5_1866.h5,3,5,17.0,6,7,4,6,7,4,0,0,0
v2.5_1866.h5,4,2,22.0,11,6,4,11,5,4,0,1,0
v2.5_1866.h5,4,1,27.0,14,4,2,14,4,1,0,0,1
v2.5_1866.h5,4,3,10.0,3,2,5,3,2,5,0,0,0
v2.5_1866.h5,4,5,13.0,3,9,1,3,9,1,0,0,0
v2.5_1866.h5,5,6,31.0,6,15,4,2,13,4,4,2,0
v2.5_1866.h5,5,2,23.0,14,4,3,14,4,3,0,0,0
v2.5_1866.h5,5,4,13.0,3,9,1,3,9,1,0,0,0
v2.5_1866.h5,5,3,17.0,6,7,4,6,7,4,0,0,0
v2.5_1866.h5,6,2,46.0,16,19,4,16,17,1,0,2,3
v2.5_1866.h5,6,9,115.0,24,19,19,11,9,19,13,10,0
v2.5_1866.h5,6,5,31.0,6,15,4,2,13,4,4,2,0
v2.5_1866.h5,6,8,22.0,2,14,3,1,14,3,1,0,0
v2.5_1866.h5,7,10,159.0,32,36,7,11,5,7,21,31,0
v2.5_1866.h5,7,2,44.0,19,6,15,17,4,15,2,2,0
v2.5_1866.h5,7,4,58.0,19,6,12,6,1,11,13,5,1
v2.5_1866.h5,7,5,59.0,19,9,12,3,8,12,16,1,0
v2.5_1866.h5,8,6,22.0,2,14,3,1,14,3,1,0,0
v2.5_1866.h5,8,9,107.0,23,13,17,10,5,16,13,8,1
v2.5_1866.h5,8,5,41.0,7,27,2,3,27,1,4,0,1
v2.5_1866.h5,8,11,52.0,12,26,14,12,26,14,0,0,0
v2.5_1866.h5,9,6,115.0,24,19,19,11,9,19,13,10,0
v2.5_1866.h5,9,10,86.0,15,34,6,1,25,4,14,9,2
v2.5_1866.h5,9,8,107.0,23,13,17,10,5,16,13,8,1
v2.5_1866.h5,9,5,114.0,29,30,16,13,22,15,16,8,1
v2.5_1866.h5,10,9,86.0,15,34,6,1,25,4,14,9,2
v2.5_1866.h5,10,6,127.0,26,33,23,12,16,23,14,17,0
v2.5_1866.h5,10,7,159.0,32,36,7,11,5,7,21,31,0
v2.5_1866.h5,10,5,156.0,32,33,22,14,3,19,18,30,3
v2.5_1866.h5,11,6,42.0,13,12,13,13,12,11,0,0,2
v2.5_1866.h5,11,2,86.0,29,20,15,29,5,12,0,15,3
v2.5_1866.h5,11,5,71.0,19,16,15,15,1,15,4,15,0
v2.5_1866.h5,11,3,82.0,21,24,11,21,8,11,0,16,0
v2.5_0577.h5,0,1,10.0,2,4,2,1,4,1,1,0,1
v2.5_0577.h5,0,3,16.0,6,4,4,5,3,4,1,1,0
v2.5_0577.h5,0,2,12.0,5,1,4,5,0,3,0,1,1
