file,start_well,goal_well,path_length,path_dim_x,path_dim_y,path_dim_z,endpoints_dim_x,endpoints_dim_y,endpoints_dim_z,diff_dim_x,diff_dim_y,diff_dim_z
v2.5_1412.h5,0,2,11.0,3,3,5,3,3,5,0,0,0
v2.5_1412.h5,0,5,17.0,8,6,3,8,6,3,0,0,0
v2.5_1412.h5,0,4,11.0,7,3,1,7,3,1,0,0,0
v2.5_1412.h5,0,3,21.0,6,10,3,5,10,2,1,0,1
v2.5_1412.h5,1,9,25.0,12,8,5,12,8,5,0,0,0
v2.5_1412.h5,1,5,42.0,7,23,6,6,23,3,1,0,3
v2.5_1412.h5,1,7,21.0,9,7,3,9,7,3,0,0,0
v2.5_1412.h5,1,8,27.0,11,6,5,11,4,2,0,2,3
v2.5_1412.h5,2,5,12.0,5,4,2,5,3,2,0,1,0
v2.5_1412.h5,2,0,11.0,3,3,5,3,3,5,0,0,0
v2.5_1412.h5,2,4,10.0,4,1,4,4,0,4,0,1,0
v2.5_1412.h5,2,3,16.0,3,8,3,2,7,3,1,1,0
v2.5_1412.h5,3,5,8.0,3,4,1,3,4,1,0,0,0
v2.5_1412.h5,3,2,16.0,3,8,3,2,7,3,1,1,0
v2.5_1412.h5,3,4,12.0,2,7,2,2,7,1,0,0,1
v2.5_1412.h5,3,8,33.0,8,15,4,8,15,2,0,0,2
v2.5_1412.h5,4,5,6.0,1,3,2,1,3,2,0,0,0
v2.5_1412.h5,4,2,10.0,4,1,4,4,0,4,0,1,0
v2.5_1412.h5,4,3,12.0,2,7,2,2,7,1,0,0,1
v2.5_1412.h5,4,10,53.0,14,24,3,12,18,1,2,6,2
v2.5_1412.h5,5,2,12.0,5,4,2,5,3,2,0,1,0
v2.5_1412.h5,5,0,17.0,8,6,3,8,6,3,0,0,0
v2.5_1412.h5,5,4,6.0,1,3,2,1,3,2,0,0,0
v2.5_1412.h5,5,3,8.0,3,4,1,3,4,1,0,0,0
v2.5_1412.h5,6,0,22.0,9,10,1,9,9,0,0,1,1
v2.5_1412.h5,6,2,33.0,9,13,6,6,12,5,3,1,1
v2.5_1412.h5,6,4,33.0,9,13,2,2,12,1,7,1,1
v2.5_1412.h5,6,3,43.0,9,20,4,4,19,2,5,1,2
v2.5_1412.h5,7,1,21.0,9,7,3,9,7,3,0,0,0
v2.5_1412.h5,7,9,22.0,3,15,2,3,15,2,0,0,0
v2.5_1412.h5,7,8,18.0,3,11,2,2,11,1,1,0,1
v2.5_1412.h5,7,10,26.0,8,15,3,8,15,3,0,0,0
v2.5_1412.h5,8,9,8.0,1,4,3,1,4,3,0,0,0
v2.5_1412.h5,8,1,27.0,11,6,5,11,4,2,0,2,3
v2.5_1412.h5,8,10,14.0,6,4,4,6,4,4,0,0,0
v2.5_1412.h5,8,7,18.0,3,11,2,2,11,1,1,0,1
v2.5_1412.h5,9,1,25.0,12,8,5,12,8,5,0,0,0
v2.5_1412.h5,9,5,43.0,9,21,2,6,15,2,3,6,0
v2.5_1412.h5,9,8,8.0,1,4,3,1,4,3,0,0,0
v2.5_1412.h5,9,10,6.0,5,0,1,5,0,1,0,0,0
v2.5_1412.h5,10,9,6.0,5,0,1,5,0,1,0,0,0
v2.5_1412.h5,10,5,49.0,14,21,3,11,15,3,3,6,0
v2.5_1412.h5,10,8,14.0,6,4,4,6,4,4,0,0,0
v2.5_1412.h5,10,7,26.0,8,15,3,8,15,3,0,0,0
v2.5_1412.h5,11,5,79.0,16,19,17,13,4,14,3,15,3
v2.5_1412.h5,11,9,40.0,7,11,17,7,11,16,0,0,1
v2.5_1412.h5,11,10,42.0,5,11,18,2,11,17,3,0,1
v2.5_1412.h5,11,8,44.0,8,16,14,8,15,13,0,1,1
v2.5_3313.h5,0,3,42.0,17,12,5,15,7,4,2,5,1
v2.5_3313.h5,0,9,64.0,24,23,1,24,10,0,0,13,1
v2.5_3313.h5,0,1,8.0,4,2,2,4,2,2,0,0,0
v2.5_3313.h5,0,2,37.0,8,21,1,7,21,1,1,0,0
v2.5_3313.h5,1,0,8.0,4,2,2,4,2,2,0,0,0
v2.5_3313.h5,1,3,28.0,11,8,4,11,5,2,0,3,2
v2.5_3313.h5,1,5,35.0,17,12,6,17,12,6,0,0,0
v2.5_3313.h5,1,2,37.0,4,23,3,3,23,3,1,0,0
v2.5_3313.h5,2,0,37.0,8,21,1,7,21,1,1,0,0
v2.5_3313.h5,2,5,56.0,15,19,9,14,11,9,1,8,0
v2.5_3313.h5,2,1,37.0,4,23,3,3,23,3,1,0,0
v2.5_3313.h5,3,9,56.0,12,16,8,9,3,4,3,13,4
v2.5_3313.h5,3,7,45.0,11,16,6,8,11,2,3,5,4
v2.5_3313.h5,3,1,28.0,11,8,4,11,5,2,0,3,2
v2.5_3313.h5,3,10,58.0,15,17,4,13,1,0,2,16,4
v2.5_3313.h5,4,7,21.0,5,7,6,4,7,4,1,0,2
v2.5_3313.h5,4,9,32.0,6,15,8,5,15,6,1,0,2
v2.5_3313.h5,4,6,10.0,3,3,2,3,3,0,0,0,2
v2.5_3313.h5,4,11,42.0,16,12,10,14,12,8,2,0,2
v2.5_3313.h5,5,3,27.0,6,17,4,6,17,4,0,0,0
v2.5_3313.h5,5,9,53.0,4,29,8,3,20,8,1,9,0
v2.5_3313.h5,5,10,75.0,12,33,4,7,16,4,5,17,0
v2.5_3313.h5,5,2,56.0,15,19,9,14,11,9,1,8,0
v2.5_3313.h5,6,4,10.0,3,3,2,3,3,0,0,0,2
v2.5_3313.h5,6,7,11.0,2,4,4,1,4,4,1,0,0
v2.5_3313.h5,6,11,32.0,13,9,8,11,9,8,2,0,0
v2.5_3313.h5,6,10,24.0,6,16,2,6,16,2,0,0,0
v2.5_3313.h5,7,9,11.0,1,8,2,1,8,2,0,0,0
v2.5_3313.h5,7,4,21.0,5,7,6,4,7,4,1,0,2
v2.5_3313.h5,7,6,11.0,2,4,4,1,4,4,1,0,0
v2.5_3313.h5,7,11,19.0,10,5,4,10,5,4,0,0,0
v2.5_3313.h5,9,7,11.0,1,8,2,1,8,2,0,0,0
v2.5_3313.h5,9,3,56.0,12,16,8,9,3,4,3,13,4
v2.5_3313.h5,9,10,12.0,4,4,4,4,4,4,0,0,0
v2.5_3313.h5,9,11,16.0,9,4,2,9,3,2,0,1,0
v2.5_3313.h5,10,9,12.0,4,4,4,4,4,4,0,0,0
v2.5_3313.h5,10,3,58.0,15,17,4,13,1,0,2,16,4
v2.5_3313.h5,10,11,24.0,7,8,6,5,7,6,2,1,0
v2.5_3313.h5,10,6,24.0,6,16,2,6,16,2,0,0,0
v2.5_3313.h5,11,9,16.0,9,4,2,9,3,2,0,1,0
v2.5_3313.h5,11,7,19.0,10,5,4,10,5,4,0,0,0
v2.5_3313.h5,11,10,24.0,7,8,6,5,7,6,2,1,0
v2.5_3313.h5,11,6,32.0,13,9,8,11,9,8,2,0,0
v2.5_0635.h5,0,2,17.0,9,3,1,9,3,1,0,0,0
v2.5_0635.h5,0,1,50.0,14,17,2,5,14,1,9,3,1
v2.5_0635.h5,0,4,24.0,12,3,4,12,0,4,0,3,0
v2.5_0635.h5,0,3,41.0,13,15,2,9,12,0,4,3,2
v2.5_0635.h5,1,6,43.0,10,14,2,10,12,1,0,2,1
v2.5_0635.h5,1,2,47.0,9,19,2,4,17,0,5,2,2
v2.5_0635.h5,1,3,7.0,4,2,1,4,2,1,0,0,0
v2.5_0635.h5,1,0,50.0,14,17,2,5,14,1,9,3,1
v2.5_0635.h5,2,6,18.0,8,5,2,6,5,1,2,0,1
v2.5_0635.h5,2,1,47.0,9,19,2,4,17,0,5,2,2
v2.5_0635.h5,2,4,11.0,3,3,4,3,3,3,0,0,1
v2.5_0635.h5,2,0,17.0,9,3,1,9,3,1,0,0,0
v2.5_0635.h5,3,1,7.0,4,2,1,4,2,1,0,0,0
v2.5_0635.h5,3,6,34.0,7,12,2,6,10,0,1,2,2
v2.5_0635.h5,3,7,48.0,11,13,6,11,1,4,0,12,2
v2.5_0635.h5,3,4,35.0,5,14,4,3,12,4,2,2,0
v2.5_0635.h5,4,2,11.0,3,3,4,3,3,3,0,0,1
v2.5_0635.h5,4,6,9.0,3,2,4,3,2,4,0,0,0
v2.5_0635.h5,4,0,24.0,12,3,4,12,0,4,0,3,0
v2.5_0635.h5,4,3,35.0,5,14,4,3,12,4,2,2,0
v2.5_0635.h5,5,8,17.0,7,5,5,7,5,5,0,0,0
v2.5_0635.h5,5,9,20.0,11,6,3,11,6,3,0,0,0
v2.5_0635.h5,5,3,27.0,6,14,4,5,14,4,1,0,0
v2.5_0635.h5,5,7,27.0,6,13,8,6,13,8,0,0,0
v2.5_0635.h5,6,2,18.0,8,5,2,6,5,1,2,0,1
v2.5_0635.h5,6,1,43.0,10,14,2,10,12,1,0,2,1
v2.5_0635.h5,6,4,9.0,3,2,4,3,2,4,0,0,0
v2.5_0635.h5,6,3,34.0,7,12,2,6,10,0,1,2,2
v2.5_0635.h5,7,8,12.0,1,8,3,1,8,3,0,0,0
v2.5_0635.h5,7,6,58.0,12,22,5,5,11,4,7,11,1
v2.5_0635.h5,7,10,14.0,8,2,1,8,1,1,0,1,0
v2.5_0635.h5,7,3,48.0,11,13,6,11,1,4,0,12,2
v2.5_0635.h5,8,9,37.0,5,18,4,4,11,2,1,7,2
v2.5_0635.h5,8,1,35.0,16,10,2,16,7,2,0,3,0
v2.5_0635.h5,8,7,12.0,1,8,3,1,8,3,0,0,0
v2.5_0635.h5,8,5,17.0,7,5,5,7,5,5,0,0,0
v2.5_0635.h5,9,8,37.0,5,18,4,4,11,2,1,7,2
v2.5_0635.h5,9,11,83.0,16,17,14,9,15,11,7,2,3
v2.5_0635.h5,9,5,20.0,11,6,3,11,6,3,0,0,0
v2.5_0635.h5,9,7,37.0,6,19,8,5,19,5,1,0,3
v2.5_0635.h5,10,8,26.0,8,9,5,7,9,4,1,0,1
v2.5_0635.h5,10,6,72.0,21,22,6,13,10,5,8,12,1
v2.5_0635.h5,10,7,14.0,8,2,1,8,1,1,0,1,0
v2.5_0635.h5,10,3,56.0,20,12,7,19,0,5,1,12,2
v2.5_0635.h5,11,8,76.0,20,17,14,13,4,13,7,13,1
v2.5_0635.h5,11,9,83.0,16,17,14,9,15,11,7,2,3
v2.5_0635.h5,11,10,88.0,15,22,18,6,5,17,9,17,1
v2.5_0635.h5,11,7,90.0,21,21,17,14,4,16,7,17,1
v2.5_0355.h5,0,4,20.0,13,4,1,13,3,0,0,1,1
v2.5_0355.h5,0,6,25.0,14,9,1,14,9,0,0,0,1
v2.5_0355.h5,0,5,22.0,13,4,1,13,1,0,0,3,1
v2.5_0355.h5,0,2,23.0,9,11,1,9,11,1,0,0,0
v2.5_0355.h5,1,7,30.0,10,9,9,10,9,9,0,0,0
v2.5_0355.h5,1,4,38.0,9,15,7,4,15,7,5,0,0
v2.5_0355.h5,1,5,40.0,5,22,8,4,19,7,1,3,1
v2.5_0355.h5,1,0,36.0,9,18,7,9,18,7,0,0,0
v2.5_0355.h5,2,6,12.0,5,4,1,5,2,1,0,2,0
v2.5_0355.h5,2,4,27.0,8,14,1,4,14,1,4,0,0
v2.5_0355.h5,2,5,23.0,8,10,1,4,10,1,4,0,0
v2.5_0355.h5,2,3,16.0,1,12,2,0,12,2,1,0,0
v2.5_0355.h5,3,8,18.0,13,1,2,13,1,0,0,0,2
v2.5_0355.h5,3,6,20.0,5,14,1,5,14,1,0,0,0
v2.5_0355.h5,3,2,16.0,1,12,2,0,12,2,1,0,0
v2.5_0355.h5,3,5,35.0,8,22,1,4,22,1,4,0,0
v2.5_0355.h5,4,7,18.0,6,6,4,6,6,2,0,0,2
v2.5_0355.h5,4,6,19.0,4,12,0,1,12,0,3,0,0
v2.5_0355.h5,4,5,4.0,0,4,0,0,4,0,0,0,0
v2.5_0355.h5,4,0,20.0,13,4,1,13,3,0,0,1,1
v2.5_0355.h5,5,4,4.0,0,4,0,0,4,0,0,0,0
v2.5_0355.h5,5,6,15.0,4,8,0,1,8,0,3,0,0
v2.5_0355.h5,5,2,23.0,8,10,1,4,10,1,4,0,0
v2.5_0355.h5,5,0,22.0,13,4,1,13,1,0,0,3,1
v2.5_0355.h5,6,4,19.0,4,12,0,1,12,0,3,0,0
v2.5_0355.h5,6,8,22.0,8,13,1,8,13,1,0,0,0
v2.5_0355.h5,6,2,12.0,5,4,1,5,2,1,0,2,0
v2.5_0355.h5,6,5,15.0,4,8,0,1,8,0,3,0,0
v2.5_0355.h5,7,4,18.0,6,6,4,6,6,2,0,0,2
v2.5_0355.h5,7,1,30.0,10,9,9,10,9,9,0,0,0
v2.5_0355.h5,7,5,20.0,6,11,2,6,10,2,0,1,0
v2.5_0355.h5,7,9,71.0,10,31,4,7,12,2,3,19,2
v2.5_0355.h5,8,6,22.0,8,13,1,8,13,1,0,0,0
v2.5_0355.h5,8,11,59.0,20,14,6,18,5,2,2,9,4
v2.5_0355.h5,8,3,18.0,13,1,2,13,1,0,0,0,2
v2.5_0355.h5,8,2,30.0,13,12,3,13,11,2,0,1,1
v2.5_0355.h5,9,6,48.0,12,19,2,12,6,0,0,13,2
v2.5_0355.h5,9,7,71.0,10,31,4,7,12,2,3,19,2
v2.5_0355.h5,9,5,59.0,13,21,2,13,2,0,0,19,2
v2.5_0355.h5,9,2,62.0,18,20,4,17,8,1,1,12,3
v2.5_0355.h5,10,11,26.0,4,12,8,3,12,7,1,0,1
v2.5_0355.h5,10,8,47.0,16,11,8,15,7,5,1,4,3
v2.5_0355.h5,10,9,61.0,12,29,10,11,26,6,1,3,4
v2.5_0355.h5,10,3,65.0,29,11,8,28,6,5,1,5,3
v2.5_0355.h5,11,8,59.0,20,14,6,18,5,2,2,9,4
v2.5_0355.h5,11,6,81.0,28,22,6,26,8,1,2,14,5
v2.5_0355.h5,11,10,26.0,4,12,8,3,12,7,1,0,1
v2.5_0355.h5,11,9,73.0,16,28,4,14,14,1,2,14,3
v2.5_0088.h5,0,1,47.0,9,11,8,0,4,5,9,7,3
v2.5_0088.h5,0,3,19.0,5,5,6,5,4,4,0,1,2
v2.5_0088.h5,0,4,19.0,12,1,4,12,0,3,0,1,1
v2.5_0088.h5,0,2,38.0,9,13,8,3,13,6,6,0,2
v2.5_0088.h5,1,3,14.0,5,8,1,5,8,1,0,0,0
v2.5_0088.h5,1,8,41.0,20,8,12,20,8,11,0,0,1
v2.5_0088.h5,1,0,47.0,9,11,8,0,4,5,9,7,3
v2.5_0088.h5,1,2,13.0,3,9,1,3,9,1,0,0,0
v2.5_0088.h5,2,1,13.0,3,9,1,3,9,1,0,0,0
v2.5_0088.h5,2,3,35.0,8,17,2,2,17,2,6,0,0
v2.5_0088.h5,2,5,22.0,12,5,2,12,3,1,0,2,1
v2.5_0088.h5,2,6,37.0,15,10,4,13,4,4,2,6,0
v2.5_0088.h5,3,1,14.0,5,8,1,5,8,1,0,0,0
v2.5_0088.h5,3,8,43.0,18,4,13,15,0,12,3,4,1
v2.5_0088.h5,3,0,19.0,5,5,6,5,4,4,0,1,2
v2.5_0088.h5,3,4,20.0,8,6,2,7,4,1,1,2,1
v2.5_0088.h5,4,3,20.0,8,6,2,7,4,1,1,2,1
v2.5_0088.h5,4,1,36.0,13,11,3,12,4,2,1,7,1
v2.5_0088.h5,4,6,20.0,6,9,2,4,9,1,2,0,1
v2.5_0088.h5,4,0,19.0,12,1,4,12,0,3,0,1,1
v2.5_0088.h5,5,10,52.0,16,14,4,10,4,4,6,10,0
v2.5_0088.h5,5,9,39.0,12,14,3,8,8,3,4,6,0
v2.5_0088.h5,5,6,17.0,3,7,5,1,7,5,2,0,0
v2.5_0088.h5,5,2,22.0,12,5,2,12,3,1,0,2,1
v2.5_0088.h5,6,10,33.0,9,14,3,9,11,1,0,3,2
v2.5_0088.h5,6,9,32.0,7,17,3,7,15,2,0,2,1
v2.5_0088.h5,6,5,17.0,3,7,5,1,7,5,2,0,0
v2.5_0088.h5,6,4,20.0,6,9,2,4,9,1,2,0,1
v2.5_0088.h5,7,3,39.0,15,11,6,14,9,4,1,2,2
v2.5_0088.h5,7,8,80.0,11,21,17,1,9,16,10,12,1
v2.5_0088.h5,7,4,29.0,7,13,4,7,13,3,0,0,1
v2.5_0088.h5,7,6,43.0,6,22,5,3,22,2,3,0,3
v2.5_0088.h5,8,3,43.0,18,4,13,15,0,12,3,4,1
v2.5_0088.h5,8,1,41.0,20,8,12,20,8,11,0,0,1
v2.5_0088.h5,8,4,47.0,11,12,13,8,4,13,3,8,0
v2.5_0088.h5,8,7,80.0,11,21,17,1,9,16,10,12,1
v2.5_0088.h5,9,10,13.0,4,5,1,2,4,1,2,1,0
v2.5_0088.h5,9,11,25.0,6,10,6,6,10,5,0,0,1
v2.5_0088.h5,9,5,39.0,12,14,3,8,8,3,4,6,0
v2.5_0088.h5,9,6,32.0,7,17,3,7,15,2,0,2,1
v2.5_0088.h5,10,9,13.0,4,5,1,2,4,1,2,1,0
v2.5_0088.h5,10,11,24.0,4,14,4,4,14,4,0,0,0
v2.5_0088.h5,10,5,52.0,16,14,4,10,4,4,6,10,0
v2.5_0088.h5,10,6,33.0,9,14,3,9,11,1,0,3,2
v2.5_0088.h5,11,9,25.0,6,10,6,6,10,5,0,0,1
v2.5_0088.h5,11,10,24.0,4,14,4,4,14,4,0,0,0
v2.5_0088.h5,11,5,54.0,18,18,8,14,18,8,4,0,0
v2.5_0088.h5,11,6,71.0,18,25,8,13,25,3,5,0,5
v2.5_0366.h5,0,6,25.0,12,7,3,12,7,0,0,0,3
v2.5_0366.h5,0,2,22.0,8,11,3,8,11,3,0,0,0
v2.5_0366.h5,0,4,23.0,10,7,4,10,7,2,0,0,2
v2.5_0366.h5,1,5,17.0,7,2,7,7,1,7,0,1,0
v2.5_0366.h5,1,2,19.0,5,9,4,5,8,4,0,1,0
v2.5_0366.h5,1,9,41.0,14,10,7,14,4,7,0,6,0
v2.5_0366.h5,1,0,41.0,8,20,7,3,19,7,5,1,0
v2.5_0366.h5,2,6,11.0,4,4,3,4,4,3,0,0,0
v2.5_0366.h5,2,5,12.0,2,7,3,2,7,3,0,0,0
v2.5_0366.h5,2,0,22.0,8,11,3,8,11,3,0,0,0
v2.5_0366.h5,2,9,36.0,9,17,3,9,12,3,0,5,0
v2.5_0366.h5,3,1,27.0,6,13,3,6,13,0,0,0,3
v2.5_0366.h5,3,5,24.0,1,14,7,1,14,7,0,0,0
v2.5_0366.h5,3,10,17.0,12,1,4,12,1,4,0,0,0
v2.5_0366.h5,3,9,26.0,8,10,7,8,9,7,0,1,0
v2.5_0366.h5,4,6,24.0,2,14,4,2,14,2,0,0,2
v2.5_0366.h5,4,2,31.0,4,18,6,2,18,5,2,0,1
v2.5_0366.h5,4,0,23.0,10,7,4,10,7,2,0,0,2
v2.5_0366.h5,5,8,37.0,6,12,4,6,1,4,0,11,0
v2.5_0366.h5,5,2,12.0,2,7,3,2,7,3,0,0,0
v2.5_0366.h5,5,9,28.0,7,10,2,7,5,0,0,5,2
v2.5_0366.h5,5,10,33.0,12,15,3,11,15,3,1,0,0
v2.5_0366.h5,6,2,11.0,4,4,3,4,4,3,0,0,0
v2.5_0366.h5,6,5,35.0,9,12,3,2,11,0,7,1,3
v2.5_0366.h5,6,0,25.0,12,7,3,12,7,0,0,0,3
v2.5_0366.h5,6,4,24.0,2,14,4,2,14,2,0,0,2
v2.5_0366.h5,8,5,37.0,6,12,4,6,1,4,0,11,0
v2.5_0366.h5,8,6,52.0,6,22,4,4,10,4,2,12,0
v2.5_0366.h5,8,9,19.0,4,6,5,1,6,4,3,0,1
v2.5_0366.h5,8,10,34.0,5,16,9,5,16,7,0,0,2
v2.5_0366.h5,9,8,19.0,4,6,5,1,6,4,3,0,1
v2.5_0366.h5,9,5,28.0,7,10,2,7,5,0,0,5,2
v2.5_0366.h5,9,10,27.0,4,12,5,4,10,3,0,2,2
v2.5_0366.h5,9,11,40.0,12,12,10,10,10,10,2,2,0
v2.5_0366.h5,10,3,17.0,12,1,4,12,1,4,0,0,0
v2.5_0366.h5,10,8,34.0,5,16,9,5,16,7,0,0,2
v2.5_0366.h5,10,11,29.0,8,4,9,6,0,7,2,4,2
v2.5_0366.h5,10,9,27.0,4,12,5,4,10,3,0,2,2
v2.5_0366.h5,11,3,46.0,20,5,9,18,1,3,2,4,6
v2.5_0366.h5,11,8,49.0,14,16,14,11,16,14,3,0,0
v2.5_0366.h5,11,10,29.0,8,4,9,6,0,7,2,4,2
v2.5_0366.h5,11,9,40.0,12,12,10,10,10,10,2,2,0
v2.5_0179.h5,0,3,11.0,6,0,4,6,0,3,0,0,1
v2.5_0179.h5,0,2,13.0,5,5,2,5,5,1,0,0,1
v2.5_0179.h5,0,4,30.0,9,15,2,6,15,1,3,0,1
v2.5_0179.h5,0,6,92.0,17,32,12,16,14,8,1,18,4
v2.5_0179.h5,1,5,32.0,13,9,5,13,6,3,0,3,2
v2.5_0179.h5,1,7,33.0,14,11,3,14,11,0,0,0,3
v2.5_0179.h5,1,4,32.0,4,22,4,4,22,2,0,0,2
v2.5_0179.h5,1,10,39.0,21,10,3,21,10,2,0,0,1
v2.5_0179.h5,2,3,10.0,1,5,3,1,5,2,0,0,1
v2.5_0179.h5,2,8,92.0,15,28,8,15,1,2,0,27,6
v2.5_0179.h5,2,0,13.0,5,5,2,5,5,1,0,0,1
v2.5_0179.h5,2,4,23.0,4,11,2,1,10,0,3,1,2
v2.5_0179.h5,3,2,10.0,1,5,3,1,5,2,0,0,1
v2.5_0179.h5,3,8,96.0,14,32,8,14,6,0,0,26,8
v2.5_0179.h5,3,0,11.0,6,0,4,6,0,3,0,0,1
v2.5_0179.h5,3,4,27.0,3,15,4,0,15,2,3,0,2
v2.5_0179.h5,4,2,23.0,4,11,2,1,10,0,3,1,2
v2.5_0179.h5,4,7,43.0,11,17,5,10,11,2,1,6,3
v2.5_0179.h5,4,6,66.0,12,18,12,10,1,7,2,17,5
v2.5_0179.h5,4,9,61.0,17,17,5,16,0,1,1,17,4
v2.5_0179.h5,5,1,32.0,13,9,5,13,6,3,0,3,2
v2.5_0179.h5,5,7,21.0,1,17,3,1,17,3,0,0,0
v2.5_0179.h5,5,10,29.0,8,16,5,8,16,5,0,0,0
v2.5_0179.h5,5,9,39.0,7,28,3,7,28,2,0,0,1
v2.5_0179.h5,6,8,21.0,4,9,5,4,8,5,0,1,0
v2.5_0179.h5,6,7,23.0,1,12,9,0,12,9,1,0,0
v2.5_0179.h5,6,9,19.0,6,3,8,6,1,8,0,2,0
v2.5_0179.h5,6,4,66.0,12,18,12,10,1,7,2,17,5
v2.5_0179.h5,7,5,21.0,1,17,3,1,17,3,0,0,0
v2.5_0179.h5,7,1,33.0,14,11,3,14,11,0,0,0,3
v2.5_0179.h5,7,10,16.0,7,4,2,7,1,2,0,3,0
v2.5_0179.h5,7,9,18.0,6,11,1,6,11,1,0,0,0
v2.5_0179.h5,8,2,92.0,15,28,8,15,1,2,0,27,6
v2.5_0179.h5,8,3,96.0,14,32,8,14,6,0,0,26,8
v2.5_0179.h5,8,9,16.0,3,9,3,2,9,3,1,0,0
v2.5_0179.h5,8,6,21.0,4,9,5,4,8,5,0,1,0
v2.5_0179.h5,9,8,16.0,3,9,3,2,9,3,1,0,0
v2.5_0179.h5,9,7,18.0,6,11,1,6,11,1,0,0,0
v2.5_0179.h5,9,6,19.0,6,3,8,6,1,8,0,2,0
v2.5_0179.h5,9,10,20.0,2,12,4,1,12,3,1,0,1
v2.5_0179.h5,10,7,16.0,7,4,2,7,1,2,0,3,0
v2.5_0179.h5,10,5,29.0,8,16,5,8,16,5,0,0,0
v2.5_0179.h5,10,9,20.0,2,12,4,1,12,3,1,0,1
v2.5_0179.h5,10,6,31.0,7,13,11,7,13,11,0,0,0
v2.5_0179.h5,11,8,41.0,10,6,13,5,5,13,5,1,0
v2.5_0179.h5,11,7,45.0,9,15,17,9,15,17,0,0,0
v2.5_0179.h5,11,6,38.0,10,11,8,9,3,8,1,8,0
v2.5_0179.h5,11,9,45.0,10,6,16,3,4,16,7,2,0
v2.5_3051.h5,0,3,33.0,8,11,5,8,8,3,0,3,2
v2.5_3051.h5,0,1,42.0,8,12,7,1,12,5,7,0,2
v2.5_3051.h5,0,4,31.0,12,7,6,9,7,5,3,0,1
v2.5_3051.h5,0,8,47.0,23,9,5,23,5,3,0,4,2
v2.5_3051.h5,1,3,17.0,7,5,2,7,4,2,0,1,0
v2.5_3051.h5,1,5,15.0,9,1,3,9,1,3,0,0,0
v2.5_3051.h5,1,0,42.0,8,12,7,1,12,5,7,0,2
v2.5_3051.h5,1,6,34.0,15,13,2,15,13,0,0,0,2
v2.5_3051.h5,2,3,32.0,3,23,3,1,23,2,2,0,1
v2.5_3051.h5,2,5,44.0,8,26,4,3,26,3,5,0,1
v2.5_3051.h5,2,4,10.0,2,8,0,2,8,0,0,0,0
v2.5_3051.h5,2,0,33.0,8,15,6,7,15,5,1,0,1
v2.5_3051.h5,3,5,6.0,2,3,1,2,3,1,0,0,0
v2.5_3051.h5,3,1,17.0,7,5,2,7,4,2,0,1,0
v2.5_3051.h5,3,0,33.0,8,11,5,8,8,3,0,3,2
v2.5_3051.h5,3,4,22.0,2,15,3,1,15,2,1,0,1
v2.5_3051.h5,4,2,10.0,2,8,0,2,8,0,0,0,0
v2.5_3051.h5,4,3,22.0,2,15,3,1,15,2,1,0,1
v2.5_3051.h5,4,0,31.0,12,7,6,9,7,5,3,0,1
v2.5_3051.h5,4,8,20.0,14,3,2,14,2,2,0,1,0
v2.5_3051.h5,5,3,6.0,2,3,1,2,3,1,0,0,0
v2.5_3051.h5,5,1,15.0,9,1,3,9,1,3,0,0,0
v2.5_3051.h5,5,0,31.0,10,11,4,10,11,2,0,0,2
v2.5_3051.h5,5,6,35.0,8,14,3,6,14,3,2,0,0
v2.5_3051.h5,6,9,111.0,21,33,8,10,1,8,11,32,0
v2.5_3051.h5,6,5,35.0,8,14,3,6,14,3,2,0,0
v2.5_3051.h5,6,7,36.0,8,10,11,5,10,9,3,0,2
v2.5_3051.h5,6,0,80.0,19,25,7,16,25,5,3,0,2
v2.5_3051.h5,7,5,53.0,18,6,15,11,4,12,7,2,3
v2.5_3051.h5,7,3,51.0,18,9,14,13,7,11,5,2,3
v2.5_3051.h5,7,6,36.0,8,10,11,5,10,9,3,0,2
v2.5_3051.h5,7,8,87.0,20,25,14,2,20,11,18,5,3
v2.5_3051.h5,8,10,18.0,6,5,3,6,4,2,0,1,1
v2.5_3051.h5,8,2,28.0,16,10,2,16,10,2,0,0,0
v2.5_3051.h5,8,4,20.0,14,3,2,14,2,2,0,1,0
v2.5_3051.h5,8,11,31.0,9,17,5,9,17,5,0,0,0
v2.5_3051.h5,9,5,86.0,19,32,8,16,13,5,3,19,3
v2.5_3051.h5,9,3,84.0,21,32,8,18,16,6,3,16,2
v2.5_3051.h5,9,6,111.0,21,33,8,10,1,8,11,32,0
v2.5_3051.h5,9,7,133.0,26,32,20,5,9,17,21,23,3
v2.5_3051.h5,10,5,56.0,19,19,4,19,12,1,0,7,3
v2.5_3051.h5,10,3,54.0,21,16,4,21,9,2,0,7,2
v2.5_3051.h5,10,8,18.0,6,5,3,6,4,2,0,1,1
v2.5_3051.h5,10,4,36.0,20,8,4,20,6,4,0,2,0
v2.5_3051.h5,11,10,33.0,4,21,5,3,21,3,1,0,2
v2.5_3051.h5,11,2,63.0,29,10,7,25,7,7,4,3,0
v2.5_3051.h5,11,8,31.0,9,17,5,9,17,5,0,0,0
v2.5_3051.h5,11,4,47.0,23,15,7,23,15,7,0,0,0
v2.5_0478.h5,0,1,6.0,0,3,3,0,3,3,0,0,0
v2.5_0478.h5,0,3,17.0,11,3,2,11,2,2,0,1,0
