objective,run,iteration,intersect_revenue,surrogate_mean,surrogate_std,error,percent_error,abs_error
ensemble_mean,63,0,396675552.0,426023872.0,33020420.0,29348320.0,7.398570406476676,29348320.0
ensemble_mean,63,50,487467776.0,439602848.0,29248880.0,-47864928.0,-9.819095816499674,47864928.0
ensemble_mean,63,100,494068352.0,440452800.0,29079202.0,-53615552.0,-10.85184909799687,53615552.0
ensemble_mean,64,0,398729568.0,419572416.0,25369584.0,20842848.0,5.227314368619886,20842848.0
ensemble_mean,64,50,317308064.0,432357184.0,24982806.0,115049120.0,36.25786201260867,115049120.0
ensemble_mean,64,100,300930784.0,434101824.0,26377044.0,133171040.0,44.25304657432454,133171040.0
ensemble_mean,65,0,400073664.0,420582912.0,35831972.0,20509248.0,5.126367928082364,20509248.0
ensemble_mean,65,50,403074464.0,433009472.0,29630874.0,29935008.0,7.426669430490144,29935008.0
ensemble_mean,65,100,424973216.0,434981376.0,29097568.0,10008160.0,2.3550095919456724,10008160.0
ensemble_mean,66,0,355363616.0,404523904.0,33236650.0,49160288.0,13.833798899660005,49160288.0
ensemble_mean,66,50,427041376.0,419568672.0,32824986.0,-7472704.0,-1.749878213206207,7472704.0
ensemble_mean,66,100,380987008.0,424144064.0,34963092.0,43157056.0,11.327697557602805,43157056.0
ensemble_mean,67,0,425787328.0,409258688.0,34813852.0,-16528640.0,-3.8819004026348103,16528640.0
ensemble_mean,67,50,501009280.0,427600416.0,37805992.0,-73408864.0,-14.652196462309043,73408864.0
ensemble_mean,67,100,492753888.0,430987936.0,36249108.0,-61765952.0,-12.534848228330976,61765952.0
ensemble_mean,68,0,365531072.0,397637056.0,29638088.0,32105984.0,8.78338025392271,32105984.0
ensemble_mean,68,50,302318752.0,423425568.0,34614464.0,121106816.0,40.05931329062909,121106816.0
ensemble_mean,68,100,325438880.0,428574272.0,32537104.0,103135392.0,31.6911710118963,103135392.0
ensemble_mean,69,0,442391680.0,418245376.0,31446018.0,-24146304.0,-5.458127964793551,24146304.0
ensemble_mean,69,50,445677888.0,437064608.0,28672644.0,-8613280.0,-1.9326244877556051,8613280.0
ensemble_mean,69,100,455705216.0,439174976.0,28728534.0,-16530240.0,-3.6273975850212783,16530240.0
ensemble_mean,70,0,457987040.0,425119232.0,29936672.0,-32867808.0,-7.176580367863685,32867808.0
ensemble_mean,70,50,462581952.0,437429248.0,24734752.0,-25152704.0,-5.437459004020978,25152704.0
ensemble_mean,70,100,466276576.0,439482976.0,24461100.0,-26793600.0,-5.746289086587099,26793600.0
ensemble_mean,71,0,471693504.0,418311136.0,40481996.0,-53382368.0,-11.317172601978424,53382368.0
ensemble_mean,71,50,394166912.0,432430400.0,32254078.0,38263488.0,9.707432774062983,38263488.0
ensemble_mean,71,100,432320320.0,434921312.0,29998302.0,2600992.0,0.6016353799886158,2600992.0
ensemble_mean,72,0,465345696.0,430111584.0,39525284.0,-35234112.0,-7.571599415845892,35234112.0
ensemble_mean,72,50,478449664.0,440365984.0,32470368.0,-38083680.0,-7.959809122156683,38083680.0
ensemble_mean,72,100,456562752.0,441694304.0,30992012.0,-14868448.0,-3.256605567332834,14868448.0
ensemble_mean,73,0,306052576.0,412443680.0,33244448.0,106391104.0,34.762361876019625,106391104.0
ensemble_mean,73,50,434216960.0,424959488.0,36921592.0,-9257472.0,-2.1319922648806715,9257472.0
