epoch,step,train_loss,train_mae_scaled,val_loss,val_mae_scaled
0,116,,,0.2573069930076599,0.5628281235694885
0,116,0.3050200343132019,0.6270700693130493,,
1,233,,,0.20315848290920258,0.4921625852584839
1,233,0.2075127363204956,0.4875921905040741,,
2,350,,,0.16386815905570984,0.44015493988990784
2,350,0.14431260526180267,0.39589372277259827,,
3,467,,,0.14084960520267487,0.4114097058773041
3,467,0.10417526960372925,0.3326045572757721,,
4,584,,,0.12255998700857162,0.3793738782405853
4,584,0.07747779041528702,0.28552985191345215,,
5,701,,,0.11285018175840378,0.3655402362346649
5,701,0.05704548954963684,0.23806723952293396,,
6,818,,,0.1006818488240242,0.33749136328697205
6,818,0.04438271000981331,0.2080182582139969,,
7,935,,,0.09389209002256393,0.328217089176178
7,935,0.03302433714270592,0.1755007952451706,,
8,1052,,,0.09271937608718872,0.3265361785888672
8,1052,0.02398485690355301,0.14898191392421722,,
9,1169,,,0.09257948398590088,0.3284204602241516
9,1169,0.01860406994819641,0.12968966364860535,,
10,1286,,,0.08746179193258286,0.314058780670166
10,1286,0.01601143553853035,0.12096624076366425,,
11,1403,,,0.08288104832172394,0.3112298846244812
11,1403,0.012362651526927948,0.10389607399702072,,
12,1520,,,0.08719810843467712,0.31442275643348694
12,1520,0.010647241026163101,0.09528237581253052,,
13,1637,,,0.07908369600772858,0.3042623698711395
13,1637,0.00853502657264471,0.08318682760000229,,
14,1754,,,0.08283106237649918,0.30944475531578064
14,1754,0.006834062747657299,0.07277138531208038,,
15,1871,,,0.08491848409175873,0.3153949975967407
15,1871,0.0060904729180037975,0.06957630068063736,,
16,1988,,,0.08342660963535309,0.31375589966773987
16,1988,0.005838768556714058,0.06903806328773499,,
17,2105,,,0.07613634318113327,0.2957925498485565
17,2105,0.0049203610979020596,0.06168070808053017,,
18,2222,,,0.0783325731754303,0.2977203130722046
18,2222,0.004736737813800573,0.060043711215257645,,
19,2339,,,0.07211881875991821,0.28288424015045166
19,2339,0.0046418458223342896,0.058539215475320816,,
20,2456,,,0.07528942078351974,0.2960008978843689
20,2456,0.005147971678525209,0.06371807307004929,,
21,2573,,,0.0828537717461586,0.3077835738658905
21,2573,0.004580933600664139,0.05815640836954117,,
22,2690,,,0.07444296032190323,0.2922908663749695
22,2690,0.004897269885987043,0.06188242882490158,,
23,2807,,,0.08277399837970734,0.30057185888290405
23,2807,0.0039015570655465126,0.054253481328487396,,
24,2924,,,0.07643941789865494,0.2981989085674286
24,2924,0.0037579447962343693,0.05248739942908287,,
25,3041,,,0.0724404901266098,0.2892337739467621
25,3041,0.0032907912973314524,0.048039745539426804,,
26,3158,,,0.07313503324985504,0.28684499859809875
26,3158,0.004122219048440456,0.05921626463532448,,
27,3275,,,0.07769070565700531,0.2993050813674927
27,3275,0.0041025239042937756,0.05719023570418358,,
28,3392,,,0.07327254861593246,0.28913363814353943
28,3392,0.0044633676297962666,0.06111125275492668,,
29,3509,,,0.07166091352701187,0.28456205129623413
29,3509,0.0037835275288671255,0.05592547357082367,,
30,3626,,,0.07152197510004044,0.2821462154388428
30,3626,0.003014528891071677,0.04833142086863518,,
31,3743,,,0.07442793995141983,0.289178729057312
31,3743,0.002861487213522196,0.045989006757736206,,
32,3860,,,0.0732702910900116,0.2872827351093292
32,3860,0.00325378286652267,0.052145522087812424,,
33,3977,,,0.07029765844345093,0.281413197517395
33,3977,0.0036192757543176413,0.05587847903370857,,
34,4094,,,0.07915645092725754,0.2997578978538513
34,4094,0.00349280028603971,0.053011175245046616,,
35,4211,,,0.07179412245750427,0.28360462188720703
35,4211,0.004584160633385181,0.06341442465782166,,
36,4328,,,0.07405579835176468,0.28904882073402405
36,4328,0.0037591399159282446,0.057245638221502304,,
37,4445,,,0.07292003184556961,0.2924167811870575
37,4445,0.003357371548190713,0.05272705480456352,,
38,4562,,,0.07257247716188431,0.2830110490322113
38,4562,0.0035078225191682577,0.05414668098092079,,
39,4679,,,0.07627469301223755,0.29948556423187256
39,4679,0.0030165899079293013,0.050881221890449524,,
40,4796,,,0.0691554844379425,0.28014105558395386
40,4796,0.0029830019921064377,0.05051293596625328,,
41,4913,,,0.06668549031019211,0.27519574761390686
41,4913,0.002321438631042838,0.043178461492061615,,
42,5030,,,0.07069195061922073,0.2813674509525299
42,5030,0.0020628829952329397,0.03829581290483475,,
43,5147,,,0.06910029798746109,0.2789442539215088
43,5147,0.002287566429004073,0.04308376833796501,,
44,5264,,,0.06792974472045898,0.2800532579421997
44,5264,0.0030660659540444613,0.0511292926967144,,
45,5381,,,0.07257091253995895,0.282626748085022
45,5381,0.003335457295179367,0.05376274883747101,,
46,5498,,,0.06516797840595245,0.27409613132476807
46,5498,0.003004883648827672,0.052528757601976395,,
47,5615,,,0.06911991536617279,0.2767532467842102
47,5615,0.002600244479253888,0.046598177403211594,,
48,5732,,,0.06955701112747192,0.278798371553421
48,5732,0.0025631661992520094,0.04696868732571602,,
49,5849,,,0.07237283140420914,0.28833383321762085
49,5849,0.0021855381783097982,0.04350414499640465,,
50,5966,,,0.06831303238868713,0.27859142422676086
50,5966,0.002213265746831894,0.04390622302889824,,
51,6083,,,0.06911782920360565,0.27870166301727295
51,6083,0.002469342900440097,0.0472407341003418,,
52,6200,,,0.06944526731967926,0.2789038419723511
52,6200,0.002146261278539896,0.042294275015592575,,
53,6317,,,0.06711244583129883,0.274528831243515
53,6317,0.0020069058518856764,0.040009111166000366,,
54,6434,,,0.08224179595708847,0.3072969913482666
54,6434,0.0021800072863698006,0.04438519850373268,,
55,6551,,,0.06655780971050262,0.27424725890159607
55,6551,0.0022139819338917732,0.04630660638213158,,
56,6668,,,0.06866463273763657,0.2786904573440552
56,6668,0.002556708175688982,0.05130080506205559,,
57,6785,,,0.06805767118930817,0.2788050174713135
57,6785,0.0017001563683152199,0.03931277245283127,,
58,6902,,,0.0683090016245842,0.28199848532676697
58,6902,0.0021514943800866604,0.04536732658743858,,
59,7019,,,0.06983309239149094,0.27980199456214905
59,7019,0.0018973348196595907,0.041721682995557785,,
60,7136,,,0.06640735268592834,0.27504831552505493
60,7136,0.0017092464258894324,0.039220549166202545,,
61,7253,,,0.0649934634566307,0.27372410893440247
61,7253,0.0014388193376362324,0.036753181368112564,,
62,7370,,,0.06795548647642136,0.2795853018760681
62,7370,0.002099825069308281,0.04618508741259575,,
63,7487,,,0.07166864722967148,0.28467991948127747
63,7487,0.00254471180960536,0.05175095796585083,,
64,7604,,,0.0717298611998558,0.28792935609817505
64,7604,0.0026422010269016027,0.05192623287439346,,
65,7721,,,0.0687113106250763,0.28228500485420227
65,7721,0.0022802299354225397,0.04777877405285835,,
66,7838,,,0.06619393080472946,0.27423426508903503
66,7838,0.0021750140003859997,0.04776163771748543,,
67,7955,,,0.06319071352481842,0.2685171365737915
67,7955,0.001740810927003622,0.04267341271042824,,
68,8072,,,0.06400430202484131,0.2665107548236847
68,8072,0.0013728942722082138,0.03862089291214943,,
69,8189,,,0.0700116977095604,0.28271329402923584
69,8189,0.0011869999580085278,0.03606291487812996,,
70,8306,,,0.06653830409049988,0.27543729543685913
70,8306,0.0010901944478973746,0.034383032470941544,,
71,8423,,,0.06588763743638992,0.2739548087120056
71,8423,0.0008723448263481259,0.030466508120298386,,
72,8540,,,0.06642540544271469,0.27692967653274536
72,8540,0.0009179613552987576,0.030802031978964806,,
73,8657,,,0.06898804754018784,0.2824825048446655
73,8657,0.0011163493618369102,0.03413372114300728,,
74,8774,,,0.06496915966272354,0.2762477397918701
74,8774,0.0012648210395127535,0.03674441576004028,,
75,8891,,,0.0643654614686966,0.26645198464393616
75,8891,0.001118398504331708,0.0349046066403389,,
76,9008,,,0.06784422695636749,0.2775649130344391
76,9008,0.0010634131031110883,0.03373654559254646,,
77,9125,,,0.06583993136882782,0.2743118107318878
77,9125,0.0019912507850676775,0.04777850955724716,,
78,9242,,,0.06558112055063248,0.2704783082008362
78,9242,0.0017109228065237403,0.0435628704726696,,
79,9359,,,0.06700509041547775,0.2741573452949524
79,9359,0.0025247475132346153,0.05259368196129799,,
80,9476,,,0.0674925372004509,0.27660447359085083
80,9476,0.002515319501981139,0.05156059190630913,,
81,9593,,,0.07119505852460861,0.28702840209007263
81,9593,0.003246739273890853,0.05729406327009201,,
82,9710,,,0.06660934537649155,0.2725744843482971
82,9710,0.0024345186538994312,0.0504366010427475,,
83,9827,,,0.06604471057653427,0.2775490880012512
83,9827,0.0011004420230165124,0.03344307094812393,,
84,9944,,,0.06417381018400192,0.2688220739364624
84,9944,0.0004130428715143353,0.02103836089372635,,
85,10061,,,0.06523273885250092,0.2738029658794403
85,10061,0.00022645792341791093,0.015658630058169365,,
86,10178,,,0.06575313210487366,0.27424201369285583
86,10178,0.00014560185081791133,0.01239138375967741,,
87,10295,,,0.0636654794216156,0.2722947299480438
87,10295,8.961484127212316e-05,0.009836568497121334,,
88,10412,,,0.06398174911737442,0.272742360830307
88,10412,6.469844811363146e-05,0.008122017607092857,,
89,10529,,,0.0625447928905487,0.26791128516197205
89,10529,4.813700070371851e-05,0.007051879074424505,,
90,10646,,,0.06343106925487518,0.2689146399497986
90,10646,3.8419952034018934e-05,0.006120449863374233,,
91,10763,,,0.06479786336421967,0.2731594741344452
91,10763,3.01436593872495e-05,0.005289401859045029,,
92,10880,,,0.06463117152452469,0.27132365107536316
92,10880,2.251730256830342e-05,0.0045047844760119915,,
93,10997,,,0.06321468204259872,0.26872459053993225
93,10997,1.9396309653529897e-05,0.004060664679855108,,
94,11114,,,0.06487753987312317,0.2739603519439697
94,11114,1.730077201500535e-05,0.0038438185583800077,,
95,11231,,,0.06293036043643951,0.26862281560897827
95,11231,1.5196977074083406e-05,0.003576831892132759,,
96,11348,,,0.06950142234563828,0.2853412926197052
96,11348,1.3100960131851025e-05,0.0033450352493673563,,
97,11465,,,0.06576403230428696,0.27449214458465576
97,11465,1.3947108527645469e-05,0.0034612116869539022,,
98,11582,,,0.06074390932917595,0.26325926184654236
98,11582,1.2902271919301711e-05,0.003393549006432295,,
99,11699,,,0.06220655143260956,0.26487892866134644
99,11699,1.3052730537310708e-05,0.003483482636511326,,
100,11816,,,0.0645918920636177,0.2746028006076813
100,11816,1.996240644075442e-05,0.004493405111134052,,
101,11933,,,0.06217833608388901,0.26639920473098755
101,11933,3.686931086122058e-05,0.006280819419771433,,
102,12050,,,0.06459734588861465,0.2705056071281433
102,12050,0.00012199173215776682,0.011520459316670895,,
103,12167,,,0.06486713141202927,0.2704205811023712
103,12167,0.00028887938242405653,0.018234768882393837,,
104,12284,,,0.06414008885622025,0.2681127190589905
104,12284,0.0004844099748879671,0.0235044714063406,,
105,12401,,,0.06294336169958115,0.265922874212265
105,12401,0.0005441143293865025,0.02437342144548893,,
106,12518,,,0.0622134767472744,0.26635462045669556
106,12518,0.000749513041228056,0.028855230659246445,,
107,12635,,,0.06282404065132141,0.27085357904434204
107,12635,0.0008343140943907201,0.03064095787703991,,
108,12752,,,0.06514037400484085,0.27177736163139343
108,12752,0.0007347991340793669,0.028807315975427628,,
109,12869,,,0.06301429867744446,0.2689445912837982
109,12869,0.000486444536363706,0.022909296676516533,,
110,12986,,,0.0638698861002922,0.2705402970314026
110,12986,0.0002123404701706022,0.015236091800034046,,
111,13103,,,0.06192832067608833,0.26667994260787964
111,13103,8.368710405193269e-05,0.009729170240461826,,
112,13220,,,0.06357453763484955,0.27125123143196106
112,13220,4.955033728037961e-05,0.007454268634319305,,
113,13337,,,0.06143217906355858,0.2629103660583496
113,13337,3.369924161233939e-05,0.00613598944619298,,
114,13454,,,0.06469691544771194,0.27023640275001526
114,13454,2.0942887204000726e-05,0.00487173069268465,,
115,13571,,,0.062368087470531464,0.26769447326660156
115,13571,1.374635576212313e-05,0.0039087566547095776,,
116,13688,,,0.060575731098651886,0.2640230357646942
116,13688,1.0989774636982474e-05,0.003434141632169485,,
117,13805,,,0.06188206002116203,0.265004962682724
117,13805,9.348026651423424e-06,0.0031393440440297127,,
118,13922,,,0.06815522164106369,0.27957233786582947
118,13922,7.198503681138391e-06,0.00268240412697196,,
