Num,Scenario,WellConfig,filename
1651,72,OPT_0012_02,v2.4_1651.h5
1652,73,OPT_0012_02,v2.4_1652.h5
1653,78,OPT_0012_01,v2.4_1653.h5
1654,71,OPT_0012_02,v2.4_1654.h5
1655,73,OPT_0012_01,v2.4_1655.h5
1656,76,OPT_0012_01,v2.4_1656.h5
1657,75,OPT_0012_01,v2.4_1657.h5
1658,81,OPT_0012_03,v2.4_1658.h5
1659,83,OPT_0012_03,v2.4_1659.h5
1660,85,OPT_0012_01,v2.4_1660.h5
1661,83,OPT_0012_01,v2.4_1661.h5
1662,82,OPT_0012_03,v2.4_1662.h5
1663,80,OPT_0012_03,v2.4_1663.h5
1664,82,OPT_0012_01,v2.4_1664.h5
1665,77,OPT_0012_01,v2.4_1665.h5
1666,84,OPT_0012_03,v2.4_1666.h5
1667,80,OPT_0012_01,v2.4_1667.h5
1668,81,OPT_0012_01,v2.4_1668.h5
1669,85,OPT_0012_03,v2.4_1669.h5
1670,74,OPT_0012_01,v2.4_1670.h5
1671,84,OPT_0012_01,v2.4_1671.h5
1672,75,OPT_0012_02,v2.4_1672.h5
1673,83,OPT_0012_02,v2.4_1673.h5
1674,80,OPT_0012_02,v2.4_1674.h5
1675,76,OPT_0012_02,v2.4_1675.h5
1676,81,OPT_0012_02,v2.4_1676.h5
1677,74,OPT_0012_02,v2.4_1677.h5
1678,82,OPT_0012_02,v2.4_1678.h5
1679,75,OPT_0012_03,v2.4_1679.h5
1680,79,OPT_0012_02,v2.4_1680.h5
1681,77,OPT_0012_02,v2.4_1681.h5
1682,72,OPT_0012_03,v2.4_1682.h5
1683,78,OPT_0012_02,v2.4_1683.h5
1684,84,OPT_0012_02,v2.4_1684.h5
1685,71,OPT_0012_03,v2.4_1685.h5
1686,85,OPT_0012_02,v2.4_1686.h5
1687,73,OPT_0012_03,v2.4_1687.h5
1688,74,OPT_0012_03,v2.4_1688.h5
1689,78,OPT_0012_03,v2.4_1689.h5
1690,76,OPT_0012_03,v2.4_1690.h5
1691,77,OPT_0012_03,v2.4_1691.h5
1692,79,OPT_0012_03,v2.4_1692.h5
1693,75,OPT_0012_04,v2.4_1693.h5
1694,76,OPT_0012_04,v2.4_1694.h5
1695,82,OPT_0012_04,v2.4_1695.h5
1696,80,OPT_0012_04,v2.4_1696.h5
1697,81,OPT_0012_04,v2.4_1697.h5
1698,83,OPT_0012_04,v2.4_1698.h5
1699,72,OPT_0012_04,v2.4_1699.h5
1700,79,OPT_0012_04,v2.4_1700.h5
1701,74,OPT_0012_04,v2.4_1701.h5
1702,71,OPT_0012_04,v2.4_1702.h5
1703,78,OPT_0012_04,v2.4_1703.h5
1704,77,OPT_0012_04,v2.4_1704.h5
1705,73,OPT_0012_04,v2.4_1705.h5
1706,75,OPT_0012_05,v2.4_1706.h5
1707,76,OPT_0012_05,v2.4_1707.h5
1708,81,OPT_0012_05,v2.4_1708.h5
1709,71,OPT_0012_05,v2.4_1709.h5
1710,77,OPT_0012_05,v2.4_1710.h5
1711,82,OPT_0012_05,v2.4_1711.h5
1712,73,OPT_0012_05,v2.4_1712.h5
1713,83,OPT_0012_05,v2.4_1713.h5
1714,74,OPT_0012_05,v2.4_1714.h5
1715,80,OPT_0012_05,v2.4_1715.h5
1716,72,OPT_0012_05,v2.4_1716.h5
1717,78,OPT_0012_05,v2.4_1717.h5
1718,79,OPT_0012_05,v2.4_1718.h5
1719,85,OPT_0012_04,v2.4_1719.h5
1720,84,OPT_0012_04,v2.4_1720.h5
1721,83,OPT_0012_07,v2.4_1721.h5
1722,82,OPT_0012_06,v2.4_1722.h5
1723,71,OPT_0012_06,v2.4_1723.h5
1724,80,OPT_0012_06,v2.4_1724.h5
1725,75,OPT_0012_06,v2.4_1725.h5
1726,84,OPT_0012_05,v2.4_1726.h5
1727,73,OPT_0012_06,v2.4_1727.h5
1728,84,OPT_0012_07,v2.4_1728.h5
1729,76,OPT_0012_06,v2.4_1729.h5
1730,81,OPT_0012_06,v2.4_1730.h5
1731,74,OPT_0012_06,v2.4_1731.h5
1732,72,OPT_0012_06,v2.4_1732.h5
1733,78,OPT_0012_06,v2.4_1733.h5
1734,85,OPT_0012_05,v2.4_1734.h5
1735,77,OPT_0012_06,v2.4_1735.h5
1736,79,OPT_0012_06,v2.4_1736.h5
1737,79,OPT_0012_07,v2.4_1737.h5
1738,85,OPT_0012_06,v2.4_1738.h5
1739,84,OPT_0012_06,v2.4_1739.h5
1740,74,OPT_0012_07,v2.4_1740.h5
1741,75,OPT_0012_07,v2.4_1741.h5
1742,82,OPT_0012_07,v2.4_1742.h5
1743,81,OPT_0012_07,v2.4_1743.h5
1744,71,OPT_0012_07,v2.4_1744.h5
1745,72,OPT_0012_07,v2.4_1745.h5
1746,83,OPT_0012_06,v2.4_1746.h5
1747,77,OPT_0012_07,v2.4_1747.h5
1748,80,OPT_0012_07,v2.4_1748.h5
1749,73,OPT_0012_07,v2.4_1749.h5
1750,76,OPT_0012_07,v2.4_1750.h5
1751,71,OPT_0012_08,v2.4_1751.h5
1752,82,OPT_0012_08,v2.4_1752.h5
1753,83,OPT_0012_08,v2.4_1753.h5
1754,75,OPT_0012_08,v2.4_1754.h5
1755,81,OPT_0012_08,v2.4_1755.h5
1756,78,OPT_0012_07,v2.4_1756.h5
1757,76,OPT_0012_08,v2.4_1757.h5
1758,80,OPT_0012_09,v2.4_1758.h5
1759,73,OPT_0012_08,v2.4_1759.h5
1760,79,OPT_0012_09,v2.4_1760.h5
1761,84,OPT_0012_08,v2.4_1761.h5
1762,80,OPT_0012_08,v2.4_1762.h5
1763,74,OPT_0012_08,v2.4_1763.h5
1764,78,OPT_0012_09,v2.4_1764.h5
1765,85,OPT_0012_07,v2.4_1765.h5
1766,72,OPT_0012_08,v2.4_1766.h5
1767,77,OPT_0012_09,v2.4_1767.h5
1768,76,OPT_0012_09,v2.4_1768.h5
1769,77,OPT_0012_08,v2.4_1769.h5
1770,78,OPT_0012_08,v2.4_1770.h5
1771,85,OPT_0012_08,v2.4_1771.h5
1772,79,OPT_0012_08,v2.4_1772.h5
1773,71,OPT_0012_09,v2.4_1773.h5
1774,82,OPT_0012_09,v2.4_1774.h5
1775,75,OPT_0012_09,v2.4_1775.h5
1776,82,OPT_0012_10,v2.4_1776.h5
1777,84,OPT_0012_10,v2.4_1777.h5
1778,83,OPT_0012_10,v2.4_1778.h5
1779,75,OPT_0012_10,v2.4_1779.h5
1780,71,OPT_0012_10,v2.4_1780.h5
1781,73,OPT_0012_10,v2.4_1781.h5
1782,81,OPT_0012_10,v2.4_1782.h5
1783,81,OPT_0012_09,v2.4_1783.h5
1784,72,OPT_0012_10,v2.4_1784.h5
1785,80,OPT_0012_10,v2.4_1785.h5
1786,84,OPT_0012_09,v2.4_1786.h5
1787,76,OPT_0012_10,v2.4_1787.h5
1788,77,OPT_0012_10,v2.4_1788.h5
1789,83,OPT_0012_09,v2.4_1789.h5
1790,74,OPT_0012_10,v2.4_1790.h5
1791,78,OPT_0012_10,v2.4_1791.h5
1792,72,OPT_0012_09,v2.4_1792.h5
1793,85,OPT_0012_09,v2.4_1793.h5
1794,73,OPT_0012_09,v2.4_1794.h5
1795,79,OPT_0012_10,v2.4_1795.h5
1796,85,OPT_0012_10,v2.4_1796.h5
1798,83,OPT_0013_01,v2.4_1798.h5
1799,84,OPT_0013_01,v2.4_1799.h5
1800,84,OPT_0013_02,v2.4_1800.h5
1801,82,OPT_0013_02,v2.4_1801.h5
1802,83,OPT_0013_02,v2.4_1802.h5
1803,81,OPT_0013_02,v2.4_1803.h5
1804,75,OPT_0013_01,v2.4_1804.h5
1805,72,OPT_0013_01,v2.4_1805.h5
1806,73,OPT_0013_01,v2.4_1806.h5
1807,74,OPT_0013_01,v2.4_1807.h5
1808,75,OPT_0013_02,v2.4_1808.h5
1809,81,OPT_0013_01,v2.4_1809.h5
1810,76,OPT_0013_02,v2.4_1810.h5
1811,74,OPT_0013_02,v2.4_1811.h5
1812,73,OPT_0013_02,v2.4_1812.h5
1813,71,OPT_0013_02,v2.4_1813.h5
1814,72,OPT_0013_02,v2.4_1814.h5
1815,85,OPT_0013_01,v2.4_1815.h5
1816,78,OPT_0013_01,v2.4_1816.h5
1817,76,OPT_0013_01,v2.4_1817.h5
1818,77,OPT_0013_01,v2.4_1818.h5
1819,80,OPT_0013_01,v2.4_1819.h5
1820,71,OPT_0013_01,v2.4_1820.h5
1821,79,OPT_0013_04,v2.4_1821.h5
1822,79,OPT_0013_01,v2.4_1822.h5
1823,82,OPT_0013_04,v2.4_1823.h5
1824,84,OPT_0013_03,v2.4_1824.h5
1825,80,OPT_0013_02,v2.4_1825.h5
1826,71,OPT_0013_03,v2.4_1826.h5
1827,82,OPT_0013_01,v2.4_1827.h5
1828,82,OPT_0013_03,v2.4_1828.h5
1829,77,OPT_0013_03,v2.4_1829.h5
1830,76,OPT_0013_05,v2.4_1830.h5
1831,75,OPT_0013_03,v2.4_1831.h5
1832,78,OPT_0013_03,v2.4_1832.h5
1833,76,OPT_0013_03,v2.4_1833.h5
1834,77,OPT_0013_05,v2.4_1834.h5
1835,73,OPT_0013_03,v2.4_1835.h5
1836,81,OPT_0013_03,v2.4_1836.h5
1837,79,OPT_0013_03,v2.4_1837.h5
1838,72,OPT_0013_03,v2.4_1838.h5
1839,80,OPT_0013_03,v2.4_1839.h5
1840,83,OPT_0013_03,v2.4_1840.h5
1841,78,OPT_0013_02,v2.4_1841.h5
1842,79,OPT_0013_02,v2.4_1842.h5
1843,74,OPT_0013_03,v2.4_1843.h5
1844,85,OPT_0013_02,v2.4_1844.h5
1845,77,OPT_0013_02,v2.4_1845.h5
1846,85,OPT_0013_03,v2.4_1846.h5
1847,71,OPT_0013_04,v2.4_1847.h5
1848,81,OPT_0013_04,v2.4_1848.h5
1849,80,OPT_0013_04,v2.4_1849.h5
1850,73,OPT_0013_04,v2.4_1850.h5
1851,72,OPT_0013_04,v2.4_1851.h5
1852,74,OPT_0013_04,v2.4_1852.h5
1853,75,OPT_0013_04,v2.4_1853.h5
1854,76,OPT_0013_04,v2.4_1854.h5
1855,75,OPT_0013_05,v2.4_1855.h5
1856,83,OPT_0013_04,v2.4_1856.h5
1857,71,OPT_0013_05,v2.4_1857.h5
1858,85,OPT_0013_04,v2.4_1858.h5
1859,73,OPT_0013_05,v2.4_1859.h5
1860,84,OPT_0013_04,v2.4_1860.h5
1861,85,OPT_0013_06,v2.4_1861.h5
1862,72,OPT_0013_05,v2.4_1862.h5
1863,83,OPT_0013_06,v2.4_1863.h5
1864,77,OPT_0013_04,v2.4_1864.h5
1865,84,OPT_0013_06,v2.4_1865.h5
1866,74,OPT_0013_05,v2.4_1866.h5
1867,78,OPT_0013_04,v2.4_1867.h5
1868,81,OPT_0013_05,v2.4_1868.h5
1869,84,OPT_0013_07,v2.4_1869.h5
1870,83,OPT_0013_07,v2.4_1870.h5
1871,82,OPT_0013_05,v2.4_1871.h5
1872,80,OPT_0013_05,v2.4_1872.h5
1873,71,OPT_0013_07,v2.4_1873.h5
1874,84,OPT_0013_05,v2.4_1874.h5
1875,83,OPT_0013_05,v2.4_1875.h5
1876,85,OPT_0013_05,v2.4_1876.h5
1877,72,OPT_0013_06,v2.4_1877.h5
1878,71,OPT_0013_06,v2.4_1878.h5
1879,74,OPT_0013_06,v2.4_1879.h5
1880,73,OPT_0013_06,v2.4_1880.h5
1881,79,OPT_0013_05,v2.4_1881.h5
1882,78,OPT_0013_05,v2.4_1882.h5
1883,75,OPT_0013_08,v2.4_1883.h5
1884,76,OPT_0013_08,v2.4_1884.h5
1885,77,OPT_0013_06,v2.4_1885.h5
1886,77,OPT_0013_08,v2.4_1886.h5
1887,79,OPT_0013_06,v2.4_1887.h5
1888,78,OPT_0013_06,v2.4_1888.h5
1889,77,OPT_0013_07,v2.4_1889.h5
1890,78,OPT_0013_07,v2.4_1890.h5
1891,80,OPT_0013_07,v2.4_1891.h5
1892,75,OPT_0013_07,v2.4_1892.h5
1893,82,OPT_0013_08,v2.4_1893.h5
1894,81,OPT_0013_06,v2.4_1894.h5
1895,75,OPT_0013_06,v2.4_1895.h5
1896,82,OPT_0013_07,v2.4_1896.h5
1897,80,OPT_0013_06,v2.4_1897.h5
1898,72,OPT_0013_07,v2.4_1898.h5
1899,79,OPT_0013_07,v2.4_1899.h5
1900,81,OPT_0013_08,v2.4_1900.h5
1901,73,OPT_0013_07,v2.4_1901.h5
1902,76,OPT_0013_06,v2.4_1902.h5
1903,81,OPT_0013_07,v2.4_1903.h5
1904,74,OPT_0013_07,v2.4_1904.h5
1905,82,OPT_0013_06,v2.4_1905.h5
1906,76,OPT_0013_07,v2.4_1906.h5
1907,80,OPT_0013_08,v2.4_1907.h5
1908,79,OPT_0013_08,v2.4_1908.h5
1909,72,OPT_0013_10,v2.4_1909.h5
1910,74,OPT_0013_08,v2.4_1910.h5
1911,71,OPT_0013_09,v2.4_1911.h5
1912,78,OPT_0013_08,v2.4_1912.h5
1913,85,OPT_0013_07,v2.4_1913.h5
1914,71,OPT_0013_08,v2.4_1914.h5
1915,72,OPT_0013_09,v2.4_1915.h5
1916,75,OPT_0013_09,v2.4_1916.h5
1917,76,OPT_0013_09,v2.4_1917.h5
1918,73,OPT_0013_09,v2.4_1918.h5
1919,72,OPT_0013_08,v2.4_1919.h5
1920,74,OPT_0013_09,v2.4_1920.h5
1921,73,OPT_0013_08,v2.4_1921.h5
1922,78,OPT_0013_09,v2.4_1922.h5
1923,77,OPT_0013_09,v2.4_1923.h5
1924,84,OPT_0013_08,v2.4_1924.h5
1925,85,OPT_0013_08,v2.4_1925.h5
1926,83,OPT_0013_08,v2.4_1926.h5
1927,79,OPT_0013_09,v2.4_1927.h5
1928,75,OPT_0013_10,v2.4_1928.h5
1929,71,OPT_0013_10,v2.4_1929.h5
1930,80,OPT_0013_09,v2.4_1930.h5
1931,74,OPT_0013_10,v2.4_1931.h5
1932,73,OPT_0013_10,v2.4_1932.h5
1933,82,OPT_0013_09,v2.4_1933.h5
1934,81,OPT_0013_09,v2.4_1934.h5
1935,85,OPT_0013_09,v2.4_1935.h5
1936,83,OPT_0013_09,v2.4_1936.h5
1937,84,OPT_0013_09,v2.4_1937.h5
1938,76,OPT_0013_10,v2.4_1938.h5
1939,77,OPT_0013_10,v2.4_1939.h5
1940,82,OPT_0013_10,v2.4_1940.h5
1941,83,OPT_0013_10,v2.4_1941.h5
1942,81,OPT_0013_10,v2.4_1942.h5
1943,78,OPT_0013_10,v2.4_1943.h5
1945,84,OPT_0013_10,v2.4_1945.h5
1946,79,OPT_0013_10,v2.4_1946.h5
1947,85,OPT_0013_10,v2.4_1947.h5
1948,73,OPT_0014_01,v2.4_1948.h5
1949,76,OPT_0014_01,v2.4_1949.h5
1950,72,OPT_0014_01,v2.4_1950.h5
1951,75,OPT_0014_01,v2.4_1951.h5
1952,71,OPT_0014_01,v2.4_1952.h5
1953,74,OPT_0014_01,v2.4_1953.h5
1954,85,OPT_0014_01,v2.4_1954.h5
1955,75,OPT_0014_03,v2.4_1955.h5
1956,76,OPT_0014_03,v2.4_1956.h5
1957,84,OPT_0014_01,v2.4_1957.h5
1958,71,OPT_0014_03,v2.4_1958.h5
1959,73,OPT_0014_03,v2.4_1959.h5
1960,82,OPT_0014_03,v2.4_1960.h5
1961,74,OPT_0014_03,v2.4_1961.h5
1962,72,OPT_0014_03,v2.4_1962.h5
1963,80,OPT_0014_03,v2.4_1963.h5
1964,79,OPT_0014_03,v2.4_1964.h5
1965,81,OPT_0014_03,v2.4_1965.h5
1966,83,OPT_0014_03,v2.4_1966.h5
1967,77,OPT_0014_03,v2.4_1967.h5
1968,78,OPT_0014_03,v2.4_1968.h5
1969,80,OPT_0014_01,v2.4_1969.h5
1970,73,OPT_0014_02,v2.4_1970.h5
1971,82,OPT_0014_01,v2.4_1971.h5
1972,81,OPT_0014_01,v2.4_1972.h5
1973,79,OPT_0014_01,v2.4_1973.h5
1974,78,OPT_0014_01,v2.4_1974.h5
1975,71,OPT_0014_02,v2.4_1975.h5
1976,77,OPT_0014_01,v2.4_1976.h5
1977,72,OPT_0014_02,v2.4_1977.h5
1978,76,OPT_0014_02,v2.4_1978.h5
1979,83,OPT_0014_01,v2.4_1979.h5
1980,77,OPT_0014_02,v2.4_1980.h5
1981,71,OPT_0014_04,v2.4_1981.h5
1982,85,OPT_0014_03,v2.4_1982.h5
1983,84,OPT_0014_02,v2.4_1983.h5
1984,85,OPT_0014_02,v2.4_1984.h5
1985,75,OPT_0014_02,v2.4_1985.h5
1986,78,OPT_0014_02,v2.4_1986.h5
1987,82,OPT_0014_02,v2.4_1987.h5
1988,83,OPT_0014_02,v2.4_1988.h5
1989,80,OPT_0014_02,v2.4_1989.h5
1990,81,OPT_0014_02,v2.4_1990.h5
1991,74,OPT_0014_02,v2.4_1991.h5
1992,82,OPT_0014_04,v2.4_1992.h5
1993,79,OPT_0014_02,v2.4_1993.h5
1994,84,OPT_0014_03,v2.4_1994.h5
1995,75,OPT_0014_04,v2.4_1995.h5
1996,76,OPT_0014_04,v2.4_1996.h5
1997,72,OPT_0014_04,v2.4_1997.h5
1998,73,OPT_0014_04,v2.4_1998.h5
1999,74,OPT_0014_04,v2.4_1999.h5
2000,77,OPT_0014_04,v2.4_2000.h5
2001,78,OPT_0014_04,v2.4_2001.h5
2002,72,OPT_0014_05,v2.4_2002.h5
2003,83,OPT_0014_04,v2.4_2003.h5
2004,74,OPT_0014_05,v2.4_2004.h5
2005,84,OPT_0014_04,v2.4_2005.h5
2006,73,OPT_0014_05,v2.4_2006.h5
2007,71,OPT_0014_05,v2.4_2007.h5
2008,83,OPT_0014_06,v2.4_2008.h5
2009,85,OPT_0014_04,v2.4_2009.h5
2010,84,OPT_0014_06,v2.4_2010.h5
2011,81,OPT_0014_04,v2.4_2011.h5
2012,80,OPT_0014_04,v2.4_2012.h5
2013,83,OPT_0014_05,v2.4_2013.h5
2014,73,OPT_0014_06,v2.4_2014.h5
2015,79,OPT_0014_04,v2.4_2015.h5
2016,82,OPT_0014_05,v2.4_2016.h5
2017,84,OPT_0014_05,v2.4_2017.h5
2018,71,OPT_0014_06,v2.4_2018.h5
2019,83,OPT_0014_07,v2.4_2019.h5
2020,74,OPT_0014_06,v2.4_2020.h5
2021,84,OPT_0014_07,v2.4_2021.h5
2022,85,OPT_0014_05,v2.4_2022.h5
2023,81,OPT_0014_05,v2.4_2023.h5
2024,76,OPT_0014_05,v2.4_2024.h5
2025,72,OPT_0014_06,v2.4_2025.h5
2026,75,OPT_0014_05,v2.4_2026.h5
2027,75,OPT_0014_08,v2.4_2027.h5
2028,80,OPT_0014_05,v2.4_2028.h5
2029,78,OPT_0014_05,v2.4_2029.h5
2030,74,OPT_0014_08,v2.4_2030.h5
2031,73,OPT_0014_08,v2.4_2031.h5
2032,77,OPT_0014_05,v2.4_2032.h5
2033,85,OPT_0014_06,v2.4_2033.h5
2034,79,OPT_0014_05,v2.4_2034.h5
2035,71,OPT_0014_07,v2.4_2035.h5
2036,77,OPT_0014_06,v2.4_2036.h5
2037,76,OPT_0014_06,v2.4_2037.h5
2038,71,OPT_0014_09,v2.4_2038.h5
2039,81,OPT_0014_06,v2.4_2039.h5
2040,78,OPT_0014_06,v2.4_2040.h5
2041,82,OPT_0014_06,v2.4_2041.h5
2042,84,OPT_0014_08,v2.4_2042.h5
2043,80,OPT_0014_06,v2.4_2043.h5
2044,80,OPT_0014_07,v2.4_2044.h5
2045,85,OPT_0014_08,v2.4_2045.h5
2046,75,OPT_0014_06,v2.4_2046.h5
2047,79,OPT_0014_06,v2.4_2047.h5
2048,81,OPT_0014_07,v2.4_2048.h5
2049,73,OPT_0014_07,v2.4_2049.h5
2050,79,OPT_0014_07,v2.4_2050.h5
2051,82,OPT_0014_07,v2.4_2051.h5
2052,74,OPT_0014_07,v2.4_2052.h5
2053,75,OPT_0014_07,v2.4_2053.h5
2054,76,OPT_0014_07,v2.4_2054.h5
2055,72,OPT_0014_07,v2.4_2055.h5
2056,78,OPT_0014_07,v2.4_2056.h5
2057,77,OPT_0014_08,v2.4_2057.h5
2058,76,OPT_0014_08,v2.4_2058.h5
2059,77,OPT_0014_07,v2.4_2059.h5
2060,78,OPT_0014_09,v2.4_2060.h5
2061,72,OPT_0014_08,v2.4_2061.h5
2062,77,OPT_0014_09,v2.4_2062.h5
2063,71,OPT_0014_08,v2.4_2063.h5
2064,73,OPT_0014_09,v2.4_2064.h5
2065,72,OPT_0014_09,v2.4_2065.h5
2066,71,OPT_0014_10,v2.4_2066.h5
2067,74,OPT_0014_09,v2.4_2067.h5
2068,84,OPT_0014_09,v2.4_2068.h5
2069,85,OPT_0014_09,v2.4_2069.h5
2070,82,OPT_0014_08,v2.4_2070.h5
2071,85,OPT_0014_07,v2.4_2071.h5
2072,83,OPT_0014_08,v2.4_2072.h5
2073,75,OPT_0014_09,v2.4_2073.h5
2074,81,OPT_0014_09,v2.4_2074.h5
2075,79,OPT_0014_08,v2.4_2075.h5
2076,82,OPT_0014_09,v2.4_2076.h5
2077,81,OPT_0014_08,v2.4_2077.h5
2078,80,OPT_0014_08,v2.4_2078.h5
2079,79,OPT_0014_09,v2.4_2079.h5
2080,76,OPT_0014_09,v2.4_2080.h5
2081,78,OPT_0014_08,v2.4_2081.h5
2082,80,OPT_0014_09,v2.4_2082.h5
2083,83,OPT_0014_09,v2.4_2083.h5
2084,75,OPT_0014_10,v2.4_2084.h5
2085,72,OPT_0014_10,v2.4_2085.h5
2086,81,OPT_0014_10,v2.4_2086.h5
2087,76,OPT_0014_10,v2.4_2087.h5
2088,80,OPT_0014_10,v2.4_2088.h5
2089,78,OPT_0014_10,v2.4_2089.h5
2090,73,OPT_0014_10,v2.4_2090.h5
2091,77,OPT_0014_10,v2.4_2091.h5
2092,79,OPT_0014_10,v2.4_2092.h5
2093,74,OPT_0014_10,v2.4_2093.h5
2094,85,OPT_0014_10,v2.4_2094.h5
2095,82,OPT_0014_10,v2.4_2095.h5
2096,83,OPT_0014_10,v2.4_2096.h5
2097,84,OPT_0014_10,v2.4_2097.h5
2098,82,OPT_0015_02,v2.4_2098.h5
2099,80,OPT_0015_02,v2.4_2099.h5
2100,81,OPT_0015_02,v2.4_2100.h5
2101,77,OPT_0015_02,v2.4_2101.h5
2102,83,OPT_0015_02,v2.4_2102.h5
2103,79,OPT_0015_02,v2.4_2103.h5
2104,78,OPT_0015_02,v2.4_2104.h5
2105,72,OPT_0015_01,v2.4_2105.h5
2106,71,OPT_0015_01,v2.4_2106.h5
2107,75,OPT_0015_01,v2.4_2107.h5
2108,73,OPT_0015_01,v2.4_2108.h5
2109,74,OPT_0015_01,v2.4_2109.h5
2110,84,OPT_0015_01,v2.4_2110.h5
2111,71,OPT_0015_03,v2.4_2111.h5
2112,75,OPT_0015_03,v2.4_2112.h5
2113,73,OPT_0015_03,v2.4_2113.h5
2114,82,OPT_0015_01,v2.4_2114.h5
2115,74,OPT_0015_03,v2.4_2115.h5
2116,71,OPT_0015_02,v2.4_2116.h5
2117,72,OPT_0015_02,v2.4_2117.h5
2118,85,OPT_0015_01,v2.4_2118.h5
2119,72,OPT_0015_03,v2.4_2119.h5
2120,83,OPT_0015_01,v2.4_2120.h5
2121,80,OPT_0015_01,v2.4_2121.h5
2122,79,OPT_0015_01,v2.4_2122.h5
2123,81,OPT_0015_01,v2.4_2123.h5
2124,76,OPT_0015_01,v2.4_2124.h5
2125,78,OPT_0015_01,v2.4_2125.h5
2126,77,OPT_0015_01,v2.4_2126.h5
2127,75,OPT_0015_02,v2.4_2127.h5
2128,76,OPT_0015_02,v2.4_2128.h5
2129,73,OPT_0015_02,v2.4_2129.h5
2130,74,OPT_0015_02,v2.4_2130.h5
2131,79,OPT_0015_04,v2.4_2131.h5
2132,82,OPT_0015_03,v2.4_2132.h5
2133,76,OPT_0015_03,v2.4_2133.h5
2134,82,OPT_0015_04,v2.4_2134.h5
2135,77,OPT_0015_03,v2.4_2135.h5
2136,83,OPT_0015_03,v2.4_2136.h5
2137,81,OPT_0015_03,v2.4_2137.h5
2138,80,OPT_0015_03,v2.4_2138.h5
2139,83,OPT_0015_04,v2.4_2139.h5
2140,71,OPT_0015_05,v2.4_2140.h5
2141,78,OPT_0015_03,v2.4_2141.h5
2142,85,OPT_0015_04,v2.4_2142.h5
2143,84,OPT_0015_04,v2.4_2143.h5
2144,79,OPT_0015_03,v2.4_2144.h5
2145,84,OPT_0015_02,v2.4_2145.h5
2146,85,OPT_0015_02,v2.4_2146.h5
2147,80,OPT_0015_04,v2.4_2147.h5
2148,75,OPT_0015_05,v2.4_2148.h5
2149,71,OPT_0015_04,v2.4_2149.h5
2150,73,OPT_0015_04,v2.4_2150.h5
2151,75,OPT_0015_04,v2.4_2151.h5
2152,85,OPT_0015_03,v2.4_2152.h5
2153,72,OPT_0015_04,v2.4_2153.h5
2154,84,OPT_0015_03,v2.4_2154.h5
2155,82,OPT_0015_05,v2.4_2155.h5
2156,74,OPT_0015_04,v2.4_2156.h5
2157,81,OPT_0015_05,v2.4_2157.h5
2158,76,OPT_0015_05,v2.4_2158.h5
2159,76,OPT_0015_04,v2.4_2159.h5
2160,80,OPT_0015_05,v2.4_2160.h5
2161,78,OPT_0015_04,v2.4_2161.h5
2162,73,OPT_0015_05,v2.4_2162.h5
2163,77,OPT_0015_05,v2.4_2163.h5
2164,72,OPT_0015_05,v2.4_2164.h5
2165,79,OPT_0015_05,v2.4_2165.h5
2166,78,OPT_0015_05,v2.4_2166.h5
2167,77,OPT_0015_04,v2.4_2167.h5
2168,74,OPT_0015_05,v2.4_2168.h5
2169,81,OPT_0015_04,v2.4_2169.h5
2170,85,OPT_0015_06,v2.4_2170.h5
2171,71,OPT_0015_06,v2.4_2171.h5
2172,82,OPT_0015_07,v2.4_2172.h5
2173,83,OPT_0015_05,v2.4_2173.h5
2174,85,OPT_0015_05,v2.4_2174.h5
2175,84,OPT_0015_05,v2.4_2175.h5
2176,82,OPT_0015_06,v2.4_2176.h5
2177,71,OPT_0015_07,v2.4_2177.h5
2178,73,OPT_0015_06,v2.4_2178.h5
2179,71,OPT_0015_08,v2.4_2179.h5
2180,72,OPT_0015_08,v2.4_2180.h5
2181,75,OPT_0015_08,v2.4_2181.h5
2182,73,OPT_0015_08,v2.4_2182.h5
2183,76,OPT_0015_08,v2.4_2183.h5
2184,75,OPT_0015_06,v2.4_2184.h5
2185,74,OPT_0015_08,v2.4_2185.h5
2186,83,OPT_0015_06,v2.4_2186.h5
2187,81,OPT_0015_06,v2.4_2187.h5
2188,77,OPT_0015_08,v2.4_2188.h5
2189,76,OPT_0015_06,v2.4_2189.h5
2190,72,OPT_0015_06,v2.4_2190.h5
2191,80,OPT_0015_06,v2.4_2191.h5
2192,74,OPT_0015_06,v2.4_2192.h5
2193,84,OPT_0015_06,v2.4_2193.h5
2194,78,OPT_0015_06,v2.4_2194.h5
2195,79,OPT_0015_06,v2.4_2195.h5
2196,81,OPT_0015_07,v2.4_2196.h5
2197,77,OPT_0015_06,v2.4_2197.h5
2198,80,OPT_0015_07,v2.4_2198.h5
2199,72,OPT_0015_09,v2.4_2199.h5
2200,75,OPT_0015_07,v2.4_2200.h5
2201,73,OPT_0015_09,v2.4_2201.h5
2202,76,OPT_0015_07,v2.4_2202.h5
2203,73,OPT_0015_07,v2.4_2203.h5
2204,72,OPT_0015_07,v2.4_2204.h5
2205,74,OPT_0015_07,v2.4_2205.h5
2206,77,OPT_0015_07,v2.4_2206.h5
2207,78,OPT_0015_08,v2.4_2207.h5
2208,78,OPT_0015_07,v2.4_2208.h5
2209,79,OPT_0015_07,v2.4_2209.h5
2210,85,OPT_0015_07,v2.4_2210.h5
2211,84,OPT_0015_07,v2.4_2211.h5
