run_id,well_id,well_type,depth_z,final_x,final_y,mean_total_energy
28,10,injector,49.879284,61.335876,19.878286,1.8451914e+14
28,11,producer,48.69887,49.448868,65.10916,1.8451914e+14
29,0,injector,52.52942,24.122498,52.83326,1.8668882e+14
29,1,producer,44.166428,12.287675,45.153194,1.8668882e+14
29,2,injector,49.901794,68.04493,41.66791,1.8668882e+14
29,3,producer,22.995142,35.067333,13.094562,1.8668882e+14
29,4,injector,38.44698,13.153264,9.467864,1.8668882e+14
29,5,producer,44.98689,57.458054,54.45059,1.8668882e+14
29,6,injector,49.654934,12.334259,40.55133,1.8668882e+14
29,7,producer,49.9311,23.945887,67.25467,1.8668882e+14
29,8,injector,43.945904,57.151962,45.04458,1.8668882e+14
29,9,producer,38.646305,51.333122,50.758938,1.8668882e+14
29,10,injector,49.934128,4.752008,19.164467,1.8668882e+14
29,11,producer,49.949883,58.051334,15.589383,1.8668882e+14
30,0,injector,44.961205,10.054646,30.343323,1.879936e+14
30,1,producer,47.45448,38.950703,13.549175,1.879936e+14
30,2,injector,48.35495,41.516148,64.26454,1.879936e+14
30,3,producer,49.66816,50.29582,64.956665,1.879936e+14
30,4,injector,43.082787,68.608345,8.707237,1.879936e+14
30,5,producer,50.002037,7.8238683,13.251869,1.879936e+14
30,6,injector,44.098667,11.927287,48.755295,1.879936e+14
30,7,producer,49.777477,51.27859,39.660652,1.879936e+14
30,8,injector,49.744247,64.78458,49.765438,1.879936e+14
30,9,producer,48.697105,54.653282,17.42274,1.879936e+14
30,10,injector,24.943197,14.355585,0.06353221,1.879936e+14
30,11,producer,56.739567,30.314661,55.7836,1.879936e+14
31,0,injector,44.178635,60.308865,15.974653,1.8700496e+14
31,1,producer,47.29669,22.419888,57.583305,1.8700496e+14
31,2,injector,49.877647,12.126011,55.620995,1.8700496e+14
31,3,producer,49.591545,47.06942,31.925219,1.8700496e+14
31,4,injector,48.787266,14.597861,16.50466,1.8700496e+14
31,5,producer,49.672325,10.999628,20.275919,1.8700496e+14
31,6,injector,22.353899,57.78518,51.516636,1.8700496e+14
31,7,producer,51.41393,21.134356,69.757774,1.8700496e+14
31,8,injector,50.025196,11.819371,47.776253,1.8700496e+14
31,9,producer,26.700806,18.20749,39.093513,1.8700496e+14
31,10,injector,49.736374,40.07031,63.641735,1.8700496e+14
31,11,producer,58.86151,0.9068854,34.399643,1.8700496e+14
32,0,injector,50.328938,57.941925,10.35231,1.8639505e+14
32,1,producer,46.60367,3.7684834,15.3776245,1.8639505e+14
32,2,injector,53.18799,42.079906,57.81063,1.8639505e+14
32,3,producer,47.20176,11.471392,67.883575,1.8639505e+14
32,4,injector,50.045986,21.543604,41.29245,1.8639505e+14
32,5,producer,47.07126,58.065575,13.520404,1.8639505e+14
32,6,injector,49.585064,11.354332,43.19823,1.8639505e+14
32,7,producer,43.31716,25.557266,5.0384274,1.8639505e+14
32,8,injector,35.427063,57.952126,48.352814,1.8639505e+14
32,9,producer,49.152576,57.758854,5.1494465,1.8639505e+14
32,10,injector,43.897137,13.710255,17.31542,1.8639505e+14
32,11,producer,49.822514,57.97214,58.049595,1.8639505e+14
33,0,injector,49.73021,22.045645,55.114193,1.8690302e+14
33,1,producer,51.508026,41.61678,62.14721,1.8690302e+14
33,2,injector,29.681114,42.712147,17.36422,1.8690302e+14
33,3,producer,47.332874,57.966064,6.7816477,1.8690302e+14
