epoch,step,train_loss,train_mae_scaled,val_loss,val_mae_scaled
0,116,,,0.3463449478149414,0.7220045328140259
0,116,0.3821885883808136,0.7858403325080872,,
1,233,,,0.3214380145072937,0.6775819659233093
1,233,0.3264332711696625,0.6901565790176392,,
2,350,,,0.2988521456718445,0.6371273398399353
2,350,0.28804951906204224,0.6263921856880188,,
3,467,,,0.2835501730442047,0.6007822751998901
3,467,0.24388594925403595,0.5482258796691895,,
4,584,,,0.2584857642650604,0.5553814172744751
4,584,0.19705107808113098,0.46607473492622375,,
5,701,,,0.254864901304245,0.5423033237457275
5,701,0.1569875031709671,0.3985704481601715,,
6,818,,,0.240777388215065,0.5138050317764282
6,818,0.12386627495288849,0.3420635461807251,,
7,935,,,0.2309807687997818,0.5021733641624451
7,935,0.097240149974823,0.2954413592815399,,
8,1052,,,0.23334017395973206,0.50614333152771
8,1052,0.07645782828330994,0.25709089636802673,,
9,1169,,,0.22370801866054535,0.48538684844970703
9,1169,0.0611262284219265,0.22818344831466675,,
10,1286,,,0.21887683868408203,0.47689273953437805
10,1286,0.049364298582077026,0.20250709354877472,,
11,1403,,,0.2201509028673172,0.47709888219833374
11,1403,0.04116770997643471,0.1846897304058075,,
12,1520,,,0.21760545670986176,0.47114020586013794
12,1520,0.03468676656484604,0.1686222106218338,,
13,1637,,,0.21555018424987793,0.46564623713493347
13,1637,0.029575349763035774,0.15554414689540863,,
14,1754,,,0.21557286381721497,0.46887439489364624
14,1754,0.02539750188589096,0.14476585388183594,,
15,1871,,,0.21002410352230072,0.45612797141075134
15,1871,0.02194858156144619,0.13383100926876068,,
16,1988,,,0.21126478910446167,0.45521992444992065
16,1988,0.019087374210357666,0.12496420741081238,,
17,2105,,,0.21578598022460938,0.46697336435317993
17,2105,0.01720011793076992,0.11836692690849304,,
18,2222,,,0.2119043618440628,0.4567047357559204
18,2222,0.01543427724391222,0.11257900297641754,,
19,2339,,,0.21300369501113892,0.45758089423179626
19,2339,0.013955662027001381,0.10694969445466995,,
20,2456,,,0.21113969385623932,0.454668253660202
20,2456,0.012713233940303326,0.1019986942410469,,
21,2573,,,0.21521030366420746,0.45637473464012146
21,2573,0.011497118510305882,0.09703157842159271,,
22,2690,,,0.20817628502845764,0.444345623254776
22,2690,0.010256498120725155,0.0917307510972023,,
23,2807,,,0.21418815851211548,0.457223504781723
23,2807,0.009513666853308678,0.08835984021425247,,
24,2924,,,0.21679046750068665,0.4605637788772583
24,2924,0.008990451693534851,0.08596912771463394,,
25,3041,,,0.20592817664146423,0.4427039623260498
25,3041,0.008664701133966446,0.08402872830629349,,
26,3158,,,0.21091504395008087,0.4492460787296295
26,3158,0.00804052222520113,0.08151263743638992,,
27,3275,,,0.21054214239120483,0.44923409819602966
27,3275,0.00760238990187645,0.07928165048360825,,
28,3392,,,0.20861539244651794,0.44410428404808044
28,3392,0.007147551514208317,0.07715434581041336,,
29,3509,,,0.2136351317167282,0.45516660809516907
29,3509,0.006782461889088154,0.07491143047809601,,
30,3626,,,0.20794543623924255,0.44297274947166443
30,3626,0.005922868847846985,0.07023488730192184,,
31,3743,,,0.2082430124282837,0.4444311857223511
31,3743,0.005550984293222427,0.06815124303102493,,
32,3860,,,0.21439465880393982,0.45545387268066406
32,3860,0.00548805994912982,0.06778629124164581,,
33,3977,,,0.20814304053783417,0.4432412385940552
33,3977,0.005219555925577879,0.06593261659145355,,
34,4094,,,0.2150106132030487,0.45424073934555054
34,4094,0.005079733673483133,0.06521644443273544,,
35,4211,,,0.20838379859924316,0.44389450550079346
35,4211,0.0050657340325415134,0.06517472863197327,,
36,4328,,,0.20925119519233704,0.4484134018421173
36,4328,0.004828989040106535,0.06369849294424057,,
37,4445,,,0.21082189679145813,0.444982647895813
37,4445,0.004926464054733515,0.0645786002278328,,
38,4562,,,0.20526255667209625,0.44260284304618835
38,4562,0.0047755795530974865,0.06315428763628006,,
39,4679,,,0.20525012910366058,0.4416470229625702
39,4679,0.004379366524517536,0.06058278679847717,,
40,4796,,,0.20460671186447144,0.4418482482433319
40,4796,0.004071795381605625,0.05855140835046768,,
41,4913,,,0.20976485311985016,0.4481050372123718
41,4913,0.003911803010851145,0.057665564119815826,,
42,5030,,,0.2059873342514038,0.44324979186058044
42,5030,0.0036143639590591192,0.05556287616491318,,
43,5147,,,0.20209774374961853,0.4386506676673889
43,5147,0.0035494964104145765,0.0549401119351387,,
44,5264,,,0.20453891158103943,0.4392283856868744
44,5264,0.003697154112160206,0.05596588924527168,,
45,5381,,,0.203999325633049,0.44070860743522644
45,5381,0.003480218118056655,0.05424255132675171,,
46,5498,,,0.20481975376605988,0.44046252965927124
46,5498,0.0032284033950418234,0.052253738045692444,,
47,5615,,,0.2083454728126526,0.44241318106651306
47,5615,0.0032184773590415716,0.05210542678833008,,
48,5732,,,0.20496231317520142,0.439876914024353
48,5732,0.003262833459302783,0.05236930400133133,,
49,5849,,,0.20659248530864716,0.44357937574386597
49,5849,0.0031657980289310217,0.0514211505651474,,
50,5966,,,0.20307812094688416,0.4360276758670807
50,5966,0.003158818231895566,0.05197897553443909,,
51,6083,,,0.20081736147403717,0.43324014544487
51,6083,0.0031511951237916946,0.05168134719133377,,
52,6200,,,0.20295938849449158,0.4363584816455841
52,6200,0.002945550484582782,0.05016951635479927,,
53,6317,,,0.19669516384601593,0.42841583490371704
53,6317,0.0028274294454604387,0.049151428043842316,,
54,6434,,,0.20396512746810913,0.4391866624355316
54,6434,0.002808196470141411,0.048827074468135834,,
55,6551,,,0.2047426551580429,0.44002145528793335
55,6551,0.0026960482355207205,0.047961410135030746,,
56,6668,,,0.19409815967082977,0.4296906888484955
56,6668,0.0025136370677500963,0.04656246304512024,,
57,6785,,,0.1972905397415161,0.4316091537475586
57,6785,0.0024364013224840164,0.045775458216667175,,
58,6902,,,0.19718009233474731,0.43124276399612427
58,6902,0.002467287704348564,0.04584454745054245,,
59,7019,,,0.19614045321941376,0.4293507933616638
59,7019,0.0026770534459501505,0.047715045511722565,,
60,7136,,,0.19370992481708527,0.42470186948776245
60,7136,0.0027065821923315525,0.047890082001686096,,
61,7253,,,0.20777586102485657,0.44174861907958984
61,7253,0.002614750061184168,0.047225166112184525,,
62,7370,,,0.19426576793193817,0.4256671965122223
62,7370,0.00244187843054533,0.045849885791540146,,
63,7487,,,0.1932494342327118,0.4290570616722107
63,7487,0.0022753605153411627,0.0446067750453949,,
64,7604,,,0.1932368278503418,0.4216347932815552
64,7604,0.00210905191488564,0.04275956377387047,,
65,7721,,,0.1996529996395111,0.43749722838401794
65,7721,0.0020082818809896708,0.041807036846876144,,
66,7838,,,0.19285890460014343,0.4267861545085907
66,7838,0.0020250773523002863,0.042126063257455826,,
67,7955,,,0.19687403738498688,0.4309677481651306
67,7955,0.0019752129446715117,0.041332125663757324,,
68,8072,,,0.1924334615468979,0.4233412742614746
68,8072,0.0019588342402130365,0.04126615449786186,,
69,8189,,,0.18703356385231018,0.41937434673309326
69,8189,0.0019989132415503263,0.0414263978600502,,
70,8306,,,0.19358810782432556,0.43106675148010254
70,8306,0.0021725657861679792,0.04303010180592537,,
71,8423,,,0.18998341262340546,0.4222489893436432
71,8423,0.00214757164940238,0.042788758873939514,,
72,8540,,,0.19460125267505646,0.42536452412605286
72,8540,0.0020351919811218977,0.04190531000494957,,
73,8657,,,0.19181421399116516,0.42268064618110657
73,8657,0.0019991076551377773,0.04122075438499451,,
74,8774,,,0.19008640944957733,0.42027536034584045
74,8774,0.001998370513319969,0.04139333963394165,,
75,8891,,,0.1973397135734558,0.4341147243976593
75,8891,0.001908955629914999,0.040567826479673386,,
76,9008,,,0.19096632301807404,0.42021122574806213
76,9008,0.0018926828633993864,0.04027481749653816,,
77,9125,,,0.18709668517112732,0.42074519395828247
77,9125,0.0017910205060616136,0.03895043954253197,,
78,9242,,,0.18991193175315857,0.4226067364215851
78,9242,0.0017406027764081955,0.03841693326830864,,
79,9359,,,0.184431791305542,0.41186636686325073
79,9359,0.0016998940845951438,0.03811147063970566,,
80,9476,,,0.18910205364227295,0.41744208335876465
80,9476,0.001748006441630423,0.038535453379154205,,
81,9593,,,0.18521495163440704,0.4158613979816437
81,9593,0.0017941839760169387,0.03899120166897774,,
82,9710,,,0.1890736222267151,0.42325714230537415
82,9710,0.0018006240716204047,0.03891580551862717,,
83,9827,,,0.18326158821582794,0.412094384431839
83,9827,0.0017676511779427528,0.03868640959262848,,
84,9944,,,0.18378810584545135,0.4132760763168335
84,9944,0.0016767875058576465,0.037856750190258026,,
85,10061,,,0.18707388639450073,0.41428321599960327
85,10061,0.0015724648255854845,0.03693700209259987,,
86,10178,,,0.186407670378685,0.414569616317749
86,10178,0.0015943767502903938,0.03715572506189346,,
87,10295,,,0.18354102969169617,0.41410568356513977
87,10295,0.0016581458039581776,0.037563007324934006,,
88,10412,,,0.1827014833688736,0.40983232855796814
88,10412,0.0016551017761230469,0.037393856793642044,,
89,10529,,,0.1821615993976593,0.40891724824905396
89,10529,0.0016094817547127604,0.03683323413133621,,
90,10646,,,0.18281175196170807,0.4144553244113922
90,10646,0.0015767302829772234,0.03644437715411186,,
91,10763,,,0.18600979447364807,0.41618677973747253
91,10763,0.0015894538955762982,0.036713771522045135,,
92,10880,,,0.17980028688907623,0.40799668431282043
92,10880,0.0015508141368627548,0.03603731840848923,,
93,10997,,,0.17844772338867188,0.4070756137371063
93,10997,0.001536464667879045,0.036115773022174835,,
94,11114,,,0.18523801863193512,0.41597649455070496
94,11114,0.0014647016068920493,0.035241905599832535,,
95,11231,,,0.17963583767414093,0.40349268913269043
95,11231,0.0014113718643784523,0.034765880554914474,,
96,11348,,,0.1820538341999054,0.4095076620578766
96,11348,0.0014371684519574046,0.03476911783218384,,
97,11465,,,0.17841598391532898,0.405860036611557
97,11465,0.0014618836576119065,0.03481969237327576,,
98,11582,,,0.18076026439666748,0.4095539152622223
98,11582,0.0014092421624809504,0.03449348360300064,,
99,11699,,,0.18449541926383972,0.41346198320388794
99,11699,0.001338517526164651,0.033454857766628265,,
100,11816,,,0.1805385798215866,0.4107900857925415
100,11816,0.0013052832800894976,0.0334608256816864,,
101,11933,,,0.18290534615516663,0.40525081753730774
101,11933,0.0014021879760548472,0.03458397462964058,,
102,12050,,,0.18591837584972382,0.4197254180908203
102,12050,0.0014626801712438464,0.03489148989319801,,
103,12167,,,0.17687539756298065,0.4056728482246399
103,12167,0.0013198144733905792,0.03332957997918129,,
104,12284,,,0.18439115583896637,0.4128704071044922
104,12284,0.0012840578565374017,0.03272540867328644,,
105,12401,,,0.18404090404510498,0.41375604271888733
105,12401,0.001315643428824842,0.033246468752622604,,
106,12518,,,0.18101496994495392,0.40841516852378845
106,12518,0.0012608927208930254,0.03270449861884117,,
107,12635,,,0.18103274703025818,0.4092663526535034
107,12635,0.0012773872585967183,0.03279290720820427,,
108,12752,,,0.17929846048355103,0.40690097212791443
108,12752,0.0012821564450860023,0.03269117698073387,,
109,12869,,,0.17578113079071045,0.40035802125930786
109,12869,0.001277233473956585,0.03269455209374428,,
110,12986,,,0.1736333817243576,0.401824027299881
110,12986,0.0012276052730157971,0.03202413022518158,,
111,13103,,,0.17579860985279083,0.40092915296554565
111,13103,0.0011946512386202812,0.03153415769338608,,
112,13220,,,0.18195490539073944,0.4078439772129059
112,13220,0.001225259155035019,0.032021135091781616,,
113,13337,,,0.17556726932525635,0.4038076400756836
113,13337,0.0012295459164306521,0.031874414533376694,,
114,13454,,,0.1741836816072464,0.4022669196128845
114,13454,0.0012195589952170849,0.03178960084915161,,
115,13571,,,0.17671982944011688,0.39884325861930847
115,13571,0.0011960311094298959,0.0314306877553463,,
116,13688,,,0.17369768023490906,0.4010668992996216
116,13688,0.0012781062396243215,0.032554592937231064,,
117,13805,,,0.17853711545467377,0.40628451108932495
117,13805,0.0012507351348176599,0.032453909516334534,,
118,13922,,,0.1761503666639328,0.39824581146240234
118,13922,0.0011929949978366494,0.03157058358192444,,
119,14039,,,0.1772177368402481,0.40896284580230713
119,14039,0.0011435520136728883,0.031030897051095963,,
120,14156,,,0.17663277685642242,0.40804988145828247
120,14156,0.00106972421053797,0.02997872792184353,,
121,14273,,,0.17174823582172394,0.3978998363018036
121,14273,0.0010449457913637161,0.029431352391839027,,
122,14390,,,0.17070049047470093,0.39756736159324646
122,14390,0.0011052531190216541,0.0301108006387949,,
123,14507,,,0.17612695693969727,0.40025845170021057
123,14507,0.001075903419405222,0.029904348775744438,,
124,14624,,,0.17654988169670105,0.4049829840660095
124,14624,0.0011815732577815652,0.031170571222901344,,
125,14741,,,0.17439916729927063,0.401639461517334
125,14741,0.0012084448244422674,0.031339678913354874,,
126,14858,,,0.1706765592098236,0.3950721025466919
