run_id,iteration,geology_config_id,geology_name,snapshot_id,case_name,pred_total_energy,actual_total_energy,abs_err_total_energy,pred_discounted_revenue,actual_discounted_revenue,abs_err_discounted_revenue
2,50,73,v2.5_1428,run0002_iter0050,v2.5_cmaes_20260427_130344_73_run0002_iter0050,183702160146432.0,198025943187456.0,14323783041024.0,398115744.0,442785600.0,44669856.0
3,50,74,v2.5_0111,run0003_iter0050,v2.5_cmaes_20260427_130344_74_run0003_iter0050,182677827223552.0,141515749851136.0,41162077372416.0,395570176.0,317458496.0,78111680.0
3,50,76,v2.5_1203,run0003_iter0050,v2.5_cmaes_20260427_130344_76_run0003_iter0050,185929704669184.0,163357621485568.0,22572083183616.0,406582272.0,358962368.0,47619904.0
3,50,73,v2.5_1428,run0003_iter0050,v2.5_cmaes_20260427_130344_73_run0003_iter0050,182835314950144.0,156692016791552.0,26143298158592.0,396197248.0,341375136.0,54822112.0
4,0,74,v2.5_0111,run0004_iter0000,v2.5_cmaes_20260427_130344_74_run0004_iter0000,167037116612608.0,138999368777728.0,28037747834880.0,357588480.0,209939008.0,147649472.0
4,0,76,v2.5_1203,run0004_iter0000,v2.5_cmaes_20260427_130344_76_run0004_iter0000,157861506187264.0,137939501711360.0,19922004475904.0,316143264.0,209159584.0,106983680.0
4,0,73,v2.5_1428,run0004_iter0000,v2.5_cmaes_20260427_130344_73_run0004_iter0000,160612785061888.0,136770809233408.0,23841975828480.0,335292480.0,202935072.0,132357408.0
5,0,74,v2.5_0111,run0005_iter0000,v2.5_cmaes_20260427_130344_74_run0005_iter0000,167886328954880.0,159777028046848.0,8109300908032.0,358671648.0,297099296.0,61572352.0
5,0,76,v2.5_1203,run0005_iter0000,v2.5_cmaes_20260427_130344_76_run0005_iter0000,166928433807360.0,157867931860992.0,9060501946368.0,348986400.0,290700544.0,58285856.0
5,0,73,v2.5_1428,run0005_iter0000,v2.5_cmaes_20260427_130344_73_run0005_iter0000,166036674445312.0,156674383937536.0,9362290507776.0,351265824.0,285500640.0,65765184.0
4,10,74,v2.5_0111,run0004_iter0010,v2.5_cmaes_20260427_130344_74_run0004_iter0010,179009623162880.0,159250592563200.0,19759030599680.0,384725568.0,297501088.0,87224480.0
4,10,76,v2.5_1203,run0004_iter0010,v2.5_cmaes_20260427_130344_76_run0004_iter0010,172703168331776.0,160073431121920.0,12629737209856.0,357319776.0,301224064.0,56095712.0
4,10,73,v2.5_1428,run0004_iter0010,v2.5_cmaes_20260427_130344_73_run0004_iter0010,175672886558720.0,162194339659776.0,13478546898944.0,370688384.0,311245216.0,59443168.0
5,10,74,v2.5_0111,run0005_iter0010,v2.5_cmaes_20260427_130344_74_run0005_iter0010,179980990414848.0,171712742162432.0,8268248252416.0,382029056.0,330643936.0,51385120.0
5,10,76,v2.5_1203,run0005_iter0010,v2.5_cmaes_20260427_130344_76_run0005_iter0010,180473955352576.0,172896810958848.0,7577144393728.0,373780224.0,340005280.0,33774944.0
